,PSV,IF,IGL,LT,INC,ADP,VISl6a,DCO,VCO,ISN,KF,LC,LGd,LGv,LAV,APN,SUV,LPO,RT,AVP,VISpl2/3,AVPV,MA,BLAp,SG,SGN,BST,SPFp,SPVI,MPO,ENTm1,SUT,ENTm2,ACVII,NDB,V,NOT,VAL,VI,ENTm3,VM,VLPO,VPL,ENTm5,VPM,ZI,PARN,VISpl4,VISpl5,VISal2/3,ENTl,RSPagl2/3,VISl2/3,PO,GPe,POL,GPi,MGm,PS,DG-mo
KF,0.0006756088447679947,6.9085336628102475e-06,1.7212993290488653e-06,1.5748360101781553e-05,0.0004225348037341004,2.703687151974427e-06,7.296871078710643e-12,0.001702270476548448,0.0009416380993931667,0.00018745063927505198,0.0025507967672867417,0.0005738502291493535,2.858182207813728e-07,2.2862814542450126e-06,0.0008541705186990964,5.951793144349797e-05,0.0005556149309414753,7.786100554275716e-06,4.020472188513613e-06,6.1175754073187045e-06,1.342057585416454e-07,9.336516092869929e-06,2.905642743300115e-06,1.8712249095565415e-07,9.53940329332067e-05,1.5725421610108217e-05,5.0289051008298014e-06,0.00030291915142446733,0.00010614880148777193,4.184914652452163e-06,2.2461289560474995e-06,0.0010905068400248715,4.2291000914947225e-07,0.0003202627972127928,8.559435078606584e-06,0.0005076750157466441,3.0035406529985585e-06,2.235241596823295e-05,0.00022492924838043806,1.931468878712657e-08,6.5427760443218e-05,7.171088917918234e-06,5.6812342498785535e-05,3.4613654290892525e-11,0.00018872066615606265,9.277497017823003e-05,0.00022663641397959903,6.032785578043438e-14,1.995473735837903e-11,7.296659799382336e-10,5.39420376683647e-07,6.883009237521196e-08,1.4353393291326198e-10,6.770662459203234e-05,4.356657353387884e-06,3.664093444843544e-05,8.310701171143174e-06,3.9173552530814456e-05,8.136271791564704e-06,4.225329615719111e-06
LC,5.269518061870183e-06,0.0001108513956608631,2.3401635502558003e-06,1.2594791782804303e-05,6.296738462740791e-05,0.00011537902777014023,1.0805481332276617e-07,3.6194640614616035e-06,2.7577467873273137e-06,0.00010066029516375721,4.048820153337243e-05,0.00174760938373243,6.551550785986464e-07,2.488155069818937e-06,1.587051182157907e-06,8.192768884899919e-06,4.389824211925964e-06,0.00014222173787868686,1.565036033729434e-05,5.041486376640285e-05,1.30269524242439e-07,6.970331197811732e-05,1.5862507770429312e-05,2.591444720918828e-06,0.00011577417004336484,7.919928592201837e-06,0.00012664626246488886,7.25881622540141e-05,5.316552601731179e-07,5.556667736589422e-05,7.842914339049598e-06,0.00011570639626316923,1.960026719428411e-06,9.957411943565884e-05,0.0001355916675033256,0.00022602071254410278,3.807693828820901e-06,3.1898499148853315e-06,5.2688549546632085e-06,1.61792992011083e-07,3.723913992311459e-05,6.799379186078251e-05,2.1129132414985087e-06,7.330412689293116e-08,1.1197331530996023e-06,5.399503065173651e-05,6.0759390183191115e-05,8.969978402761481e-10,3.243459752104237e-08,1.0415390959419177e-08,7.082310984822491e-06,3.126083835547427e-07,1.2831757581821718e-08,5.15874853412575e-06,7.994096991852594e-06,1.6010143292071077e-05,1.9647934468038536e-05,7.4023614060518e-06,0.0003869735144625516,8.842703803256864e-06
LGd,3.458634509113293e-08,7.250185548043259e-08,2.280961091060914e-05,5.3295871265499834e-06,1.1608029179927542e-06,3.48218012720201e-17,0.00153070504659159,2.6468888084455917e-07,2.221894598572972e-07,1.9497888353329768e-16,5.930490632209101e-09,7.51952052041775e-08,0.0018281443760747166,7.951958052314209e-05,7.895382413026065e-09,1.0328281220378427e-05,2.2011158086367055e-09,1.0833016318820765e-07,0.00039840627804631505,1.0440231089800657e-08,1.970739831036052e-05,1.2169465376921187e-07,1.344611474352765e-07,9.670976159667068e-07,2.1720207074591755e-07,0.00024939473427326746,2.2107287112609255e-07,2.3029597935913018e-05,1.908927412607185e-08,4.301199613327835e-08,6.066583056485086e-07,2.0048669258264882e-08,2.29732040201822e-07,3.5573157086281404e-10,2.443998860950783e-06,1.948241518222924e-09,3.770891816345975e-05,6.197071203107013e-07,2.2950304060110694e-08,4.371359463672606e-08,4.666313692062223e-07,6.859615938273493e-07,3.6625176932798744e-05,1.2752591023539882e-06,5.154483617975819e-05,1.2003861331644189e-05,5.0449716568052355e-09,0.00022179296965444404,7.550308469599686e-05,0.001140608623174363,1.5966565155242944e-06,3.4004901636508943e-06,0.0014419367886388287,2.1391822751432537e-05,2.3119529051962534e-05,6.072966461429876e-05,1.8225545087627886e-06,0.00013117535990157038,5.157547709204475e-10,5.491366170381623e-06
LGv,1.5966401319317687e-06,3.8609412802587286e-07,8.385455469310117e-06,1.807216694093031e-05,6.816148398943057e-06,3.094632789133405e-19,0.0004362237296937596,1.2511670183178942e-06,1.6757444639973768e-06,1.0325359600324774e-14,2.8081104969369074e-08,7.369263033673415e-07,0.0005240015784950583,2.257403351799648e-05,6.54196921317371e-08,5.375297331023368e-06,9.185202750753181e-09,9.140118818996546e-07,0.0003082974767322529,3.0609048723226255e-10,6.088823865298654e-06,9.926884316941927e-07,1.5452521619941391e-06,1.1341333837398091e-07,6.364566792479473e-09,6.841455752405866e-05,1.7374873642006462e-06,0.000262118913499787,8.953645487609979e-07,5.535227853767751e-07,5.357380385194987e-06,3.309132966305767e-07,9.614344768168633e-07,7.821397350177765e-12,1.8683781644932818e-05,1.9053131860462917e-08,1.0463386839394813e-05,3.6962103320995367e-07,6.676580273920942e-10,7.52804337526403e-08,7.67352315809064e-07,8.904845088748797e-06,0.0003669219219726315,4.332581836583769e-07,0.00035703592447021236,0.0001037175450822283,2.1928810251859494e-07,6.261926775376936e-05,2.179543501051305e-05,0.00032152230732600636,3.181404054609924e-06,7.016667877121864e-07,0.0004072339931255785,2.0214728837024235e-05,0.00015669609001517338,3.744002706318233e-05,2.0537058684104156e-05,0.0011710076545258924,5.522599558759558e-09,1.1485690916555462e-05
LAV,5.9557102840689394e-05,3.802421944634448e-06,3.082437204979031e-07,2.1137007274528077e-06,0.0003229669612802906,5.229899146786617e-07,2.715315879548887e-09,5.1653840893376525e-05,3.5996384615352024e-05,0.0003803783975455151,0.00021664278940829954,0.00020179204567609266,2.1340268540206363e-07,4.6387822360169595e-07,0.0032446187815153536,2.55864505693276e-05,0.00045580944261231843,1.3146280008935285e-06,4.935315141696186e-06,5.137490863271888e-07,4.30995059671576e-07,1.2670406998597825e-06,7.507745015436339e-07,1.1476006329553625e-08,4.832232629037438e-05,3.817634046985906e-06,5.150393851335748e-07,6.402495969182562e-05,0.00014662710852548147,5.066227846353824e-07,6.105700244026502e-06,8.610151383684697e-05,2.0319528987459123e-06,0.00019426079736267998,2.7302890339532285e-05,0.00010503316235892666,7.199716699137942e-07,3.228371688245388e-05,0.0025475855116670453,5.403913666144623e-08,5.216841658822015e-05,3.88097000490224e-06,7.773383094307019e-05,1.938203737482592e-08,4.944875367847865e-06,3.059036610511276e-05,0.00032134667902369043,3.6206345237460817e-10,2.336351489875364e-09,6.745373998209364e-11,1.1337538886839552e-06,2.761118948332734e-07,2.5347649967607183e-11,2.270906390176301e-05,2.361709426816096e-07,7.0671714678451905e-06,9.563574537093532e-07,7.596585845683434e-06,1.2501636454536802e-06,1.5155255830896786e-05
APN,5.817570620823795e-06,1.716056118040025e-05,7.08227800821947e-05,5.2490353595468254e-05,0.00021743074344068554,5.489793305060753e-06,2.2853886884835268e-07,2.2019375593403527e-06,1.8219665666051764e-06,8.743988082654161e-06,2.150851130378152e-05,4.303780603484079e-05,2.258239859663374e-05,9.214929794234918e-05,1.0644419888756758e-06,0.0006503008762839128,1.2368737012123854e-06,1.876953796074741e-05,1.7338011636184697e-05,1.626681481354694e-05,2.699819380984109e-07,4.4089908617077945e-06,4.9375480140068386e-06,2.2681413733261797e-06,1.5821554550064153e-05,5.9286851142012266e-05,1.3419141049514643e-05,0.00045840664191688566,2.7430142677915167e-06,1.6888251114593144e-05,2.1334525437582236e-06,5.7007831915656776e-05,4.678420311682988e-07,5.02555959017878e-05,1.9032883454808804e-05,1.0299543370109535e-05,0.00014626970636868344,4.66990282489439e-05,1.1483574969671604e-05,9.53796596890842e-09,8.233002751294649e-05,1.0019826110246926e-05,9.137231761148413e-05,1.2898522572605949e-08,5.106653098073941e-05,0.00032481674986807927,2.531608126067355e-05,1.0326667845141491e-08,9.720764629396941e-08,7.77797568226653e-08,3.062264077282207e-07,1.9002576612264704e-06,2.9414938318028647e-08,0.00018448050386486581,1.1734548550228209e-05,0.00019517437465422033,1.639697164639802e-05,0.0001250747398632172,7.915547928320149e-06,8.491119888788622e-06
SUV,3.530822238390282e-05,6.326396438558751e-06,1.4381123460697902e-06,5.383195757173896e-06,0.0003751787260571501,2.649659054831831e-06,1.465625186895808e-08,5.500279313388507e-05,2.6445453989970283e-05,0.00021347996991680153,0.00021529113720328042,0.00037018752516095694,3.006621601433816e-07,1.2625906667043407e-06,0.0032864944559015583,1.8270808772538863e-05,0.0005534143487247387,6.870766477004763e-06,5.831395391999602e-06,2.5770226847161572e-06,5.170194241088009e-07,2.412080307628696e-06,2.375870237487692e-06,5.4265151375820566e-08,8.213594243995455e-05,5.752872189675885e-06,2.6241510244127672e-06,4.784162790912447e-05,0.00015129276197357278,2.573070528793461e-06,6.293976111171024e-06,5.777682690089519e-05,2.086501275640696e-06,0.00021324994029965345,2.222033433731061e-05,4.793234775342489e-05,8.552173750504064e-07,2.6915945820526807e-05,0.0025364848956824925,4.008946212569543e-08,5.2197454606111804e-05,5.970482653390664e-06,7.618762881958354e-05,2.7637653624854807e-08,3.282168940821082e-06,3.425501732935036e-05,0.00023002399405635908,1.7429038849787413e-09,1.1166282006628754e-08,3.246285098452458e-10,8.34852637834443e-07,3.305939792071495e-07,1.0222364512171133e-10,1.6668726082587728e-05,6.30944981896452e-07,8.956787030357637e-06,3.2887291512637613e-06,8.300224731831375e-06,6.580936673896723e-06,1.107783946040045e-05
LPO,4.390448185055204e-08,0.00024375572000121212,2.592352567905187e-06,1.9299816316642855e-05,7.34765847339872e-06,0.00047247218326974924,1.5457929843387652e-06,6.361286316518041e-07,4.1571142024883215e-07,8.723421898196744e-08,5.999418163797565e-07,6.376523378924431e-05,1.2387012911190926e-06,3.1106842531875654e-06,1.2485383665409602e-08,4.008816068483746e-06,1.9616845794566323e-08,0.0005969303444023115,2.9708522830599728e-05,0.001000021398057629,1.2486389197390469e-06,0.0005264143913802464,4.261928164683752e-05,5.337730960848828e-06,3.4914241098955707e-06,3.2561283452368912e-06,0.0002702323137384631,1.873388006598477e-05,3.5269118816233414e-08,0.0009614316360504545,5.448093802876663e-07,9.455197552661672e-06,8.963877046329673e-07,1.1408433166268874e-05,0.0003236939938374352,1.4767619061848828e-06,5.339738967872862e-07,6.2721806526616695e-06,4.677200416356663e-08,7.609453745512275e-07,2.0546787771793303e-05,0.0007874595068303549,4.095067935740104e-06,2.36031993376959e-06,1.6729747834938622e-06,5.6293571286772355e-05,2.2924977095633986e-06,3.4540167747139597e-07,4.534643595356902e-06,1.521898188970145e-09,1.6950989148704222e-06,5.728718678655582e-07,6.7260931714802485e-09,3.8135256174027515e-06,3.2774578517662345e-06,6.852013289075053e-06,1.2851269015339237e-05,5.035046571444737e-06,0.0006028967890023358,4.020336357058437e-06
RT,1.5499513495746951e-06,7.672886962703605e-07,5.2999599815503136e-06,3.3550019542412775e-06,1.0734832921790565e-06,4.3313475337339726e-06,2.8404598376141088e-05,3.3108982409897426e-06,3.4098962878088834e-06,4.2953707448038986e-07,1.6864805689432624e-07,1.2461200833494254e-06,3.090742550379059e-05,8.23868108932686e-06,1.697269743477723e-08,3.1866244122029522e-06,8.09790731208785e-08,7.624783584222508e-06,0.0005326273787353326,2.858270106149464e-06,8.826279255839147e-06,1.8748175428774464e-06,2.6130645887291436e-06,5.583039013903709e-06,1.1759776023359049e-07,1.6663105477901495e-06,1.9964111215411403e-05,5.430632515799545e-05,9.153621376825241e-07,4.22429815221853e-06,5.030379569673118e-06,2.6709096461556874e-06,3.6534179213610043e-06,5.929155534176027e-06,1.070115302563092e-05,2.1702190234218645e-07,1.3613334191898605e-06,0.0008727897463506634,8.953304933525313e-09,1.9541785232261925e-06,0.00029207853923546317,3.3390706490141684e-06,0.0003426850342601458,1.0681101959405264e-05,0.0004477372261547808,3.1131538165553744e-05,1.20671039170048e-06,1.3725139947541865e-05,1.3154054220878514e-05,1.711821188822984e-05,4.155674445497697e-06,2.9606870181763347e-05,1.9134570912741578e-05,0.000323326569454622,9.32513634528e-05,1.6010768166630363e-05,0.00011091501160665144,6.907430648283478e-06,6.910828844682372e-06,1.00186807247834e-05
AVP,5.025183343869732e-08,0.00021120867956601905,9.755701894446415e-07,1.315603127651e-05,4.924847760666395e-06,0.000686038445305436,1.318513853124041e-06,1.2902095180988214e-06,7.361553417489452e-07,2.7451094642664337e-08,5.609731100807341e-07,6.69899473933797e-05,4.788323475123097e-07,1.5304250732236957e-06,5.430578226581819e-09,1.8658432984614364e-06,7.094606778606314e-09,0.0005200549828051113,1.8553555909588097e-05,0.0012004712379324201,6.925814839199441e-07,0.0011919721905235365,2.5989683895937838e-05,2.629610608111331e-06,2.314406556402173e-06,1.1079975598154617e-06,0.0002772531168803502,1.2677890031818954e-05,2.080171708754743e-08,0.001104618111023076,5.907101849249776e-07,8.50273014542622e-06,5.43394617916299e-07,1.1657360954700208e-05,0.00026577678263186053,1.1887360556806528e-06,2.5689150567454255e-07,1.2569931735330805e-06,3.936602109475112e-08,4.991953378606789e-07,1.2971708137829069e-05,0.0008765746268681548,1.7638525493648415e-06,1.5440107779640999e-06,1.2866111580339104e-07,4.279986216923454e-05,2.082195746583137e-06,2.0525042028584999e-07,2.5251917059122213e-06,3.335258075202058e-10,9.668716914093942e-07,4.889087406700989e-07,3.1059539726891705e-09,1.2374142630828424e-07,1.4717042277037516e-06,3.0179979995582894e-06,5.4523614875266565e-06,1.9004812211908785e-06,0.0007102746618699332,3.9002252233863005e-06
