,PSV,IF,IGL,LT,INC,ADP,VISl6a,DCO,VCO,ISN,KF,LC,LGd,LGv,LAV,APN,SUV,LPO,RT,AVP,VISpl2/3,AVPV,MA,BLAp,SG,SGN,BST,SPFp,SPVI,MPO,ENTm1,SUT,ENTm2,ACVII,NDB,V,NOT,VAL,VI,ENTm3,VM,VLPO,VPL,ENTm5,VPM,ZI,PARN,VISpl4,VISpl5,VISal2/3,ENTl,RSPagl2/3,VISl2/3,PO,GPe,POL,GPi,MGm,PS,DG-mo
MA,0.0002982329119878047,0.0050530718572449115,5.938366789374296e-09,3.2961578081557835e-06,0.0001215327628402995,0.00020743928199492805,1.538496702972727e-05,0.00032399018468140203,0.0003656350983888982,5.991682106172705e-06,0.00042527317704238167,2.1782587009717773e-05,3.516471809263743e-05,8.55597126469953e-05,5.335070739059675e-07,0.0005656489893132484,5.66038538380853e-08,0.08313787571180928,0.05598680374549387,0.0005386080568768334,0.00011682978548669487,0.0006370283988337442,0.3147699873908889,0.06149354455108082,4.7613381941597815e-05,1.8336203921438808e-06,0.07796558002644799,0.0007665949076265564,0.00020066332837640266,0.004947145007797842,0.0012879774182699086,0.0020678832845220443,0.001961439318532859,2.573948594263421e-06,0.18324101943967971,0.0009858945928944887,4.002793212651687e-05,0.0018323070469553262,1.709711966081256e-05,0.0005701729399829968,0.021062907688419934,0.0006314789800453634,0.0016936598269470524,0.0004932949516356151,0.00010082242175508312,0.038028005115785656,0.011962623849431451,4.948968843469473e-06,4.439197441517256e-05,6.12986967899531e-06,0.07124072750365489,9.300954815694108e-06,1.8039143345825294e-08,0.0003445066497983166,0.042068502922737006,0.0001829590887189358,0.012931409365690587,6.0091510761955446e-05,0.0018376124664592236,0.011603733745161805
BLAp,3.870721879934945e-05,0.000693667053092392,6.2308398545074876e-06,0.00010503603337701093,7.464228431045259e-06,0.06687590099015539,0.0060992527171245285,0.0005159444589528507,0.0007283467798681939,1.3678251670697788e-06,1.2577223104499593e-05,5.741639103133738e-06,1.336526703643983e-05,0.001661211471544448,3.225754735505324e-07,0.00023952801140157882,4.856503281967795e-08,0.0891609986501908,0.018031043141124387,0.005127045192866027,0.005023039420224222,0.015691571753673236,0.07972547843089382,0.48661906608238925,2.3069771759415496e-07,1.767975846565868e-05,1.3479757501794403,0.000369167602021585,2.7448695599841455e-05,0.23615620960957773,0.033345197682575246,0.00017327884189739337,0.0888020272750379,2.518837172933657e-06,0.09106397498726447,9.854912838564517e-05,4.555452539699962e-05,1.7547057544108367e-05,0.0,0.07044317660403504,0.0007937244977641399,0.003964881261842261,5.842654596277621e-05,0.067422874038993,0.00010415012455091626,0.01396753078832693,0.0008197510649766704,0.0005282278031290673,0.004488691416935136,0.00046691084870217843,0.6960204157419587,0.0011559854826299705,0.0012212459184532025,0.00015013681227046626,0.11716635936145459,0.0001951698983862317,0.00910978099944539,0.00012140025949596123,0.02970965022521317,0.08055392777959959
SG,0.000606997907207406,0.033296719625142426,2.6732891652519893e-05,8.074569260731687e-06,0.015179468037282278,0.00137099430766052,0.0002182207818922773,0.00012526536491710947,0.0006769570422271671,2.19762729128061e-05,0.0018033658562232762,0.003863440405139871,0.00014811063359318035,0.0002874244214656749,0.0011204789409343236,0.011171754861658497,0.0008820542007756295,0.11628719156103869,0.07796748620058427,0.010655153021244163,8.581906214093474e-05,0.0023524259298278736,0.020994334527935414,0.0002737638105266144,0.01087200186220445,0.00019578517707816978,0.02735855999902756,0.005370585394027519,0.00027026410751104844,0.04234518824879362,0.0010505162463847507,0.0045625157887361515,0.0007807620466741334,5.8533159246488016e-05,0.4371929873303108,0.0021196219262748844,0.0003693046947980571,0.005186780884821708,0.0010161205135836176,0.00033010138913417634,0.08439285361786585,0.006457913607119358,0.0017885656693878394,0.0007233342574327963,0.000278492928047845,0.06824179745271529,0.010009680756110917,4.5826240308824205e-07,9.838866085939427e-05,2.7964099706957597e-05,0.01540445313002814,0.0003583931305489826,5.237402941033792e-05,0.0004687111818195895,0.001118457638703924,0.0016453408642482013,0.0009540383011541089,0.00032416274733807843,0.004029415396820809,0.012423635332995583
SGN,3.5492259224969986e-05,3.90568428521744e-05,0.001281900593721274,0.0007253807152589398,0.0006669725934210842,5.213823885225364e-16,0.04999387530963179,0.0002615645109770561,0.00015901433393122847,3.271753405479148e-19,6.42597907650184e-06,6.506938237531129e-06,0.1439504230124991,0.02695821165639349,1.4546205404885435e-05,0.07246901372899826,5.528315005178607e-06,0.00035562275001755614,0.3655987359554383,7.369490143314961e-06,0.0015964902180747123,0.00013665913491144486,0.00029097325332798774,0.006041957037908565,2.7624269721191323e-05,0.4070758541381924,0.0012280285338603979,0.02001204154767419,7.577257124858975e-06,0.0001367692894177366,0.0040218156904721645,2.2966550782882024e-05,0.0008094611177601197,3.642277407391258e-08,0.008263079722982462,4.518513814019053e-06,0.0116945424065688,0.001329565993382787,6.522437478023422e-06,4.168781334389687e-05,0.0036362472995524284,0.00024270298433564858,0.1713012734263555,1.4613069894183432e-05,0.22749490459518687,0.14648140237573673,2.2014613926333913e-05,0.0010781812116458407,0.005638074447149575,0.027656908235818435,0.018877224205206315,0.004751244387759549,0.045047294770162984,0.1477091280940281,0.1907338374881663,0.10876304397793213,0.004725820729886598,0.22298700247487954,4.518121647471531e-07,0.06176786385779061
BST,0.0001988940077188649,0.009665981390716708,0.0002579177902272889,7.451311206222183e-05,0.0003573189189741931,0.03347087953793598,6.208667780134752e-05,0.0012614657634779512,0.003263114745862754,1.16108722777266e-05,0.0005759694156167847,0.00021631654847471522,0.000678435426197595,0.0024596201283010335,3.00055469764411e-05,0.0023926598445513053,1.6452245022961838e-05,0.20355150838012015,0.11503646263000651,0.014243015691192148,0.0005298178659253755,0.039271776384897324,0.011837018788525925,0.043871795615184755,2.706163325515361e-05,2.534428528167275e-05,1.2940626373067532,0.003268483742889414,0.0005232965869730901,0.18855675416713266,0.00637021662102124,0.00528795517909908,0.011702387753982003,3.205849956201879e-05,0.08417962840792573,0.001337302012808974,7.103877473734643e-05,0.018785852097076578,7.811530608500033e-07,0.011594807655837413,0.022344792636774927,0.010870037222787315,0.004875690018835729,0.013180677586954489,0.0034234564080516832,0.08973170043528456,0.01765858030038813,1.8482051648569292e-05,0.0006133904362690567,5.601032700260377e-06,0.04501118751860101,0.00025494771449492096,3.7991166066524645e-06,0.0050996455230525855,0.08885856984965644,0.0006688686397437847,0.02144993407780803,0.0007735115931345554,0.03290180743597847,0.044403513436253456
SPFp,0.001830687754016922,0.000150306412603148,4.3322523264444764e-05,4.359125432811187e-05,0.00012359897364360575,6.071177298431644e-10,0.00017244644956043972,0.0008886960298967241,0.0007562292324064294,2.6783773395167823e-08,0.000175513011846335,7.701989145792518e-07,0.00038005526213813007,0.000351606294042322,1.1484691588613235e-05,0.0025447496895099576,3.382392209467253e-07,5.747903859511253e-05,0.3447855690754784,3.309987559747808e-07,3.261289631352666e-05,0.00036481692079255463,0.0009366299454641483,0.00026978167547489636,5.776612352203034e-07,0.001102695510349991,0.0010835565934792255,0.007434482567795785,3.648673486610729e-05,0.00014523400186909418,0.007042339098535167,0.0004116731480659519,0.0023906194110553075,1.0492907563193645e-07,0.030031081527538108,2.3852919099265633e-05,0.0006322237990484348,0.050279065514804315,3.264273372379294e-07,7.408507282572388e-05,0.044541469631188324,0.0011742634621299327,0.5630511242776783,1.3931292189154774e-05,1.2673281992125864,0.03001385032852762,4.506189869945079e-05,4.8598889144265515e-06,4.163466888982751e-05,2.3391111388003944e-05,0.0303579827482743,0.0002407571761841838,1.5840277740009354e-05,0.5262009683847831,0.4673183014334008,0.0009602463058334237,0.010369802063719182,0.03785504234145013,1.5136429881077423e-05,0.11239861623258313
SPVI,0.4278913093454353,5.6703447400801034e-05,0.0001443236161322872,3.226086508040181e-05,0.0014102248374390897,8.261513237980108e-05,1.1596369510102951e-07,0.008603928237243272,0.01521154606701656,0.005493293218445477,0.07187376256824751,0.0005532392797607838,0.0002244970578778947,0.00037669517975264216,0.011876476369494501,0.12062569417353566,0.004569189213875317,0.0010170348061780223,0.0015276470735192508,0.0001908265882265899,1.172849200196973e-05,0.0007091328743785757,0.000122755417458784,1.6688794377173382e-05,6.920588368115746e-05,0.0016066114024825794,0.0009411135361317092,0.02105822536014542,1.154683717216186,0.000700519918261706,0.0013555703194439623,0.07452213755215525,0.000318547385772406,0.0012764321813512414,0.006080137146429528,0.07797444633795055,0.00022695427131076652,0.008662669694237573,0.0006659264066051282,1.6850106746179065e-05,0.01170112460137201,0.00022635345298381367,0.04526326517799804,1.881974606612241e-05,0.1453820451600924,0.11377490503125297,1.3462837975061455,1.812079559552282e-09,7.201972508588244e-07,5.313590111085447e-07,0.0019453975933925362,1.2364414628651646e-05,4.913265991343888e-07,0.0866248837795069,0.0008118159306802654,0.01748564256234136,0.0007274200419836894,0.021550900566634626,0.0002573766039282402,0.01433307648246257
MPO,5.0284726288521114e-05,0.01785115507616148,0.00016293456825317829,0.0003248010331327393,0.0004518295491239681,0.061323884454936674,0.00023185248436749086,0.0005597569800595458,0.0005602693346866867,3.2688557342232837e-07,9.417983669303776e-05,0.0008189525301187543,0.0008272481638824341,0.0011726992644065532,2.8759822823434176e-06,0.004343300574914627,4.325039489555203e-06,0.2446501976066581,0.028342570434780417,0.09191292661199199,0.00013484364822902476,0.16230327537296171,0.009388055137132593,0.0027742080162240085,3.341899840047664e-05,0.0005546967629641488,0.3846749192350616,0.0022785538248882467,4.839153848573906e-05,0.5709822848889198,0.0006849151423067352,0.0020631650867519434,0.0008240055283171075,3.915853622609486e-05,0.17581831031300144,0.0004001147426778674,0.00010446919396202276,0.0014264675770071318,1.1082098933178072e-06,0.000571738127564756,0.01387672274856462,0.04752286725576797,0.0021993564864589625,0.001593730165673567,0.0005266040186949598,0.08503814909807532,0.004552353984529279,6.674844195627062e-06,0.0005705499909034788,2.5720484088471795e-07,0.007980766368970802,0.0002702492954224483,1.1679726407059579e-06,0.0005099181914245477,0.0027164615165144596,0.001221378062013789,0.0029756905488041857,0.0010750327385881057,0.0694774748575405,0.015336856191976342
ENTm1,1.4124152072351365e-05,0.00011120272329001574,0.0005378385406401905,0.00027369232092323126,1.9865558514898843e-06,0.0005049597821056189,0.03763424985754303,0.001382319351676479,0.001082371604209995,0.0,1.4374301680597765e-06,6.944719987071804e-06,0.005051833457124984,0.005700720233653645,6.3256965610162935e-06,0.0033045959561745944,7.905752494281458e-05,0.0055241384329838515,0.01931867359303282,0.0012068896475188025,0.0423894849210092,0.0010042313532674608,0.01524032756964466,0.1268591325814649,2.67007280159346e-07,0.002952121061723352,0.07859776555889911,0.0012293937482802776,6.922816184366333e-05,0.005958095348710383,0.45482653527605765,8.756633487449477e-07,0.803786424903114,0.0,0.037306038233090165,2.63861130447021e-07,0.0005166552098457083,0.0010142208654689239,3.6720584480139066e-06,0.5539740056366422,0.0027212108825845544,0.00112729921493601,0.003651271703374681,0.5725106189602649,0.002516058796136881,0.010723646063208012,4.0579991663806564e-05,0.0036518731243304907,0.044506915842056835,0.018192371555040332,2.8680143555536866,0.0373807751135521,0.030496900769906125,0.006414020313215207,0.012134893233875402,0.00396616172586282,0.0004926471231421088,0.0016917681506425925,0.0006973223823945581,0.9543299542479535
SUT,0.39466532900268,0.002610931149821421,0.00023746295215178135,0.0004607535036760642,0.011707243989311916,0.0009406228117529831,2.4317774618247336e-06,0.2198807195415463,0.169525592557142,0.0008879292389269693,0.15948151453022957,0.004073144717980828,0.0005873307112602129,0.0015647431206554185,0.04476868219719195,0.05804087577512816,0.03848584724320597,0.010303129181711187,0.0060818204940021455,0.001712495383611144,1.0091145075769722e-05,0.004740516636094479,0.0022639626515323346,0.0002000125765808157,0.0010641755347116496,0.008326379558886245,0.014919517158424147,0.03014608421599706,0.07528751399069164,0.007561756988359316,0.001121029664894379,0.1972639539741457,0.0002459967359076024,0.0009929469685855078,0.012853176841777038,0.10046907676945936,0.00104309810647054,0.008858112931072245,0.0031930766262967185,1.1109626887090725e-05,0.040064712881918194,0.0011919092554226085,0.03550673470657866,9.132127096089607e-06,0.19176485406083899,0.14294334316712698,0.2877406352290519,1.1423312553211686e-08,1.1727836508824876e-06,3.811066043228271e-07,0.002302982121107999,3.343482912166459e-05,7.526199305772631e-07,0.05386462141993287,0.008220757315630853,0.016189891514154075,0.0058856643452436675,0.017289332087182956,0.0031080083085466455,0.012075034057881665
ENTm2,1.635063719771621e-05,0.00013340551431412906,0.0006100676896551141,0.0003349861193807661,2.680678344884238e-06,0.0005473091777943383,0.04233116349316166,0.0016908096850222652,0.0011600146164007937,0.0,1.529263771081034e-06,7.166271543621368e-06,0.005795682344924337,0.006946488630155612,6.521674264026181e-06,0.0036417473871795006,8.540097513550632e-05,0.006029959636712044,0.02409523086616557,0.0016586337251523876,0.04403588134925771,0.00117260436883653,0.015625935815566063,0.12822867717841355,2.758822368646001e-07,0.0038618716850798334,0.08141598198834026,0.0015028841457245888,7.184324045160864e-05,0.007843598148861385,0.44206333950577464,9.170030517636932e-07,0.7876897432972565,0.0,0.03900145825537933,3.3457172395381576e-07,0.0005778038711553855,0.0013324374159398597,3.7896807326461975e-06,0.5527354884063607,0.003575606091737761,0.0013573166809532306,0.004553855627162411,0.5853708266673118,0.0031382836338930786,0.013611634059040662,4.875075518284042e-05,0.003742627252608557,0.04618956215952138,0.019793576990160593,2.963039053937717,0.038602512655240735,0.032337801033259096,0.007926071362557931,0.013483551568189133,0.004951210607498059,0.0005436552318395794,0.002118992944755282,0.0007028498817278851,0.9450152379000919
ACVII,0.031561393227400286,4.6038377709060625e-05,5.717278638401109e-07,2.757440136927694e-06,0.005084811454032962,1.6346341183280121e-06,1.0874117888450878e-08,0.00046550185309881484,0.0007136670239420526,0.0024749052491075344,0.015478192709562185,0.0003924695445500421,6.0685167838583485e-06,9.960887242578373e-06,0.020398355047862908,0.012191385867165824,0.008800401942180573,7.157098510925881e-05,0.00010766559887534846,4.779189898181077e-06,3.5957821496411877e-06,1.64506713663056e-05,4.372344070210315e-05,3.429767762223881e-07,0.0002282866921283051,2.815435743941341e-05,2.5289378704652633e-05,0.0010735650117804077,0.04001662355698259,1.8878039194524838e-05,0.00015115781510739476,0.13433318347588669,5.928945435821047e-05,0.006315097615264645,0.0015002968539630376,0.20462774107651405,1.815256845322721e-05,0.0012022041730574686,0.01483440042706265,2.9652572470160426e-06,0.0016487906022442786,1.2996494348638932e-05,0.001023608203847433,4.835685364535937e-06,0.0007656632925735077,0.002992714697827803,1.0073014599141068,3.657212898274913e-10,2.5163062874922794e-07,1.0324512272985562e-07,0.00018868383410325688,2.4551759294265735e-06,3.3893581920418884e-08,0.001027104903357084,8.367211776101777e-05,0.0003218071602213432,7.070633388960097e-05,0.0001033761508837727,3.0044828631550057e-06,0.0042617247913621535
NDB,1.642090762741281e-05,0.011227286959493772,2.934900361964486e-05,0.00013169018388184186,0.00013126550912338948,0.01987952624305001,0.0004091342065699965,0.0002931941178614502,0.0004880076783102042,4.192313401671629e-06,8.277938549029097e-06,7.578720822815932e-05,0.00028323752584080735,0.0010808368669114104,3.0990486340499312e-06,0.00013271719520633438,9.497607170653196e-06,0.15225203998038517,0.03581148940262861,0.017941711402418802,0.002269625975224338,0.023729878997695828,0.20287773780634646,0.02694822652982747,4.4089637572318465e-05,4.06282128942686e-06,0.13227939877406097,0.00016418399765449193,2.1004413178203857e-05,0.11475354617447674,0.019956831770479806,9.823796920952054e-05,0.050982296452532605,4.3364189657881604e-08,0.32536935585553295,1.9434101185208216e-05,3.120316418562464e-05,0.0006827716125933854,6.145779398106483e-06,0.04892645076740732,0.01314978383687423,0.011044713301151123,0.000152651927428197,0.05440099040545503,2.8535945862054425e-05,0.042718531818464786,0.0003438150986758455,8.983523094882004e-05,0.003560443333462886,3.837356099487179e-06,0.24991362729042346,0.0017812202191019812,1.7364576566059424e-05,2.5109601769618825e-05,0.002902074384880263,1.8692521282884585e-05,0.0009426082526498569,8.43698236680974e-06,0.02321566494969479,0.08970626132350216
V,0.6228983415789746,0.0006842841373203903,0.00010949772143764323,0.00026494218649918583,0.019416195231844458,0.00010035846245502743,2.8114592614343184e-07,0.45022673275495706,0.39011574038258157,0.0011117400278817069,0.2573314381386383,0.00541608659489553,0.0005451500152010686,0.0009640450304091168,0.10341808228902528,0.074389396177579,0.08603126652035069,0.0028703117168533262,0.006669095912961135,0.00025360499260033075,1.416461157706815e-05,0.0006755939991813999,0.001304298527678866,7.757455368931669e-05,0.0014858152552502141,0.008280669796809297,0.003674827023754778,0.03779056624289009,0.13499553622515362,0.0011250104254391588,0.0015564997583646014,0.23893257784242708,0.00029381814423272944,0.0015522056491239858,0.0061861586143761,0.1341090083364765,0.0011572082566144847,0.011986578363141584,0.00582520327628951,8.40486350151942e-06,0.04977651751582608,0.00025227312353257557,0.058673059676131255,1.3592947504086412e-06,0.2785225638916335,0.17960622679266494,0.4249621020732801,1.6522710294743509e-09,1.8553874583911298e-07,1.3042735162764298e-07,0.002372909917035663,3.395990993431004e-05,3.8000509486942693e-07,0.07193942203196003,0.004924383389178569,0.01791495086283315,0.0027470470261176027,0.019530464416176858,0.00034565050625227694,0.0154852389503795
NOT,0.0038515773641907337,0.0010490144086156509,0.020267709395088325,0.0018974466015454579,0.007373585066282936,0.0005725696498641217,1.5003853646505e-05,0.0024916734453987446,0.001438599184391367,0.00024082778425811802,0.003231938273819548,0.0004218123227533454,0.08063607342833541,0.17231597474611043,5.111465615942124e-05,0.4453992871012182,0.0001870153646654566,0.006501308923740829,0.047421471344990786,0.0019070482421753982,1.9275036008877752e-05,0.0010894969785415765,0.0004452836498652399,9.713473222348339e-05,0.00011951847484753119,0.013249656185503826,0.012378036647780245,0.030549382268671446,0.001998498498231255,0.008938187585386687,0.00125184724110649,0.014029940131951486,0.000266674464095286,0.00012697610804879284,0.012323635950419755,0.003626822558404412,0.1436169204576002,0.024541133439155323,0.0001867713566654531,2.114551212764232e-06,0.06345298493503075,0.0009358349556928408,0.04694415333291252,3.0999925060620482e-06,0.02871951011807984,0.3187264932950945,0.056940216293952114,4.447520457844486e-07,4.225835088071195e-05,2.2390393584901704e-05,0.0012923726360459548,0.0006884287568876009,3.112787337195912e-05,0.10048722836718138,0.0074395570684279875,0.03573027922863735,0.004309499313621257,0.0193610834244961,0.0007989619147314658,0.09827298631928838
VAL,0.0028348136809948194,0.00026008054790702524,0.0007578289644757757,4.948751889645543e-05,0.0010646992950785281,4.8581647056842204e-05,0.0013150205463500243,0.0006818421460320087,0.000965233072651124,5.5854091947147925e-06,0.0005258103804730625,7.348578756714479e-05,0.003371332430089702,0.005231140394494905,5.856413961446067e-06,0.011478852337262983,7.142660672917922e-05,0.00265177838248933,0.6353222035073695,7.646750957727594e-05,0.0012485690971011753,6.274449123662212e-05,0.0007552451038900826,0.002807685378830003,1.7863190017586974e-05,0.00036763446403627087,0.02906018874201249,0.007898791299630326,0.00019721340001870266,0.000712442739548889,0.003575721444875411,0.0014516677794365945,0.0035415523192233508,2.4708107516847237e-05,0.004341154112565321,0.0002481680117851311,0.0002669050763973357,0.7397025042098062,2.424128688771325e-06,0.0020970311186657665,0.43081314307550256,6.307386684255291e-05,0.22358492429700086,0.007111089201450936,0.2863791824151791,0.06918911825825222,0.003294348464552341,8.359644338034401e-05,0.0021828148429741748,0.0010283916068926883,0.028824591981211647,0.034497856864013556,0.00042403839141728694,0.4273746570468401,0.14381064876129757,0.003234693418000293,0.02926780348200963,0.0028236800209993067,0.0002652422698936765,0.02421568586649419
VI,0.04224777938909546,0.005705707539881523,0.0002874401592762945,0.0002936377423677999,0.03238728656348629,0.003899219834163532,3.025207804382775e-05,0.014524071083929975,0.012293141115671848,0.001677720334307049,0.04179569532174199,0.010138977303934848,0.0005148130510330853,0.0015112140086712812,0.1589471578745736,0.07991117064463996,0.14999020815520336,0.03227867772117317,0.017884012190376924,0.0038614937514550854,2.6541774959629534e-05,0.007014258773463311,0.0038381804345806376,0.0004505009777376458,0.006841663724459192,0.0004967751951419101,0.035880652187052595,0.008881285942990244,0.0933597896508883,0.02138088296034621,0.00047965692405712185,0.027109073296945733,0.0002658807664399438,0.0008274497127191976,0.06790983919166024,0.02525740005984301,0.0009793263627480106,0.020611584419121264,0.02453866470779241,6.304327876008207e-05,0.0526952907926328,0.003557215822687092,0.02164278847916293,0.00010045323634491346,0.0032554428067234336,0.0822865365534865,0.3607431705597387,1.3418519689178784e-06,5.919783733460635e-05,1.395586390938175e-06,0.0032142145924760252,0.0002818370892872188,2.9542767341128467e-06,0.012676601327435026,0.001361595296814214,0.0040914826171928615,0.0022512962357056705,0.0019137551413876204,0.00835029351096521,0.010466208200417293
ENTm3,1.5955820733015515e-05,0.00014077429245165922,0.0006424031494219019,0.00032543764697886445,3.3778118374920873e-06,0.0006235962726125311,0.04043813737463165,0.0019239248793317344,0.0012593130539349472,0.0,1.182732514950333e-06,5.984683828858141e-06,0.005730897441889058,0.00760523283335615,4.718686813565591e-06,0.0034866651753435,6.858587115069606e-05,0.006493377570490322,0.02562814566482762,0.002082532433044077,0.04270829099944935,0.0015254386571228655,0.014085830225638921,0.1216783863543787,1.9995349484865958e-07,0.003749153044907277,0.07958982515942019,0.0013950630351964289,6.317281299100745e-05,0.00982989828149877,0.43662840622566984,6.66527935829715e-07,0.7830736472352838,0.0,0.041006456458016996,3.0379511027673546e-07,0.0005993279902690451,0.0013932644902623253,2.688812514506996e-06,0.5639386475154902,0.004018826701747525,0.0016515573404898049,0.004315083869491508,0.6100806886030866,0.002953802891214658,0.0151019586861613,5.4451988612459004e-05,0.003567105674111041,0.04524567887990714,0.017672756799005693,2.777066936464444,0.035311755017214015,0.029932624969716028,0.0074119812551803515,0.012187541538774714,0.004674177265036509,0.0004765283563911442,0.001998764511431266,0.0006993667719037886,0.9491526066205802
VM,0.0018980005284880872,0.0004261830644654929,0.00042852776696504616,3.643194304551949e-05,0.004312110402272669,0.00013959496271775753,0.0007217458354662697,0.0017062429663421892,0.0010024918874810907,1.339100055919408e-05,0.0011627681002798894,0.000288027705936864,0.0019218966303039613,0.0012342763604812651,4.196851648441098e-05,0.028577202451939815,7.770023611184543e-05,0.003920431904276952,0.5266297017380799,0.00013842534504631703,0.0008103850850881086,0.0001839901133901895,0.000879308588066649,0.0013695173019325035,5.991978696768422e-05,0.00014615647305954384,0.018837680302627488,0.016398396909872194,0.00028492125336120733,0.0013167091490240538,0.008011172221770342,0.0025778716369744643,0.0071343530279235345,5.7205200638163105e-05,0.005426380007293028,0.0007405803533328958,0.000607665865792864,0.35491458085895655,8.636827795083362e-06,0.002689752994431627,1.3768777407281458,9.318160504449583e-05,0.07233705807382877,0.0036709208274764865,0.11299931905982553,0.21393946059255214,0.008914809557885288,3.5414162124098316e-05,0.0009204958292666145,7.743500827377983e-05,0.04831362256306993,0.0022419291557435887,0.00015036141311175415,0.11136462103199579,0.18720201184738403,0.002306774415381281,0.022638280927180947,0.0009922895394558434,0.0003322378892015426,0.027595511327719834
VLPO,5.656035403377613e-05,0.020773899382473714,0.00012512619338040276,0.0002919101552498057,0.0005128268861957104,0.04596009200117279,0.00040125071837202606,0.0006377604466400493,0.0006762837771667349,2.8825303448444784e-07,0.00012064653084162112,0.0009667255690252109,0.0007035153304091619,0.0010075037566736299,3.0320861731369198e-06,0.004185378514361742,4.489684734248371e-06,0.33615603965645663,0.037209353618737354,0.10624077375140595,0.0002565613073793734,0.14682789807378288,0.014634673553584708,0.00249522808486931,6.13952140516463e-05,0.0004766141707239971,0.35106896739876436,0.0022398536561458837,5.2676019847441035e-05,0.612349916060811,0.0007623634361593235,0.002504822096267901,0.0010432802886150801,5.33313296756465e-05,0.2576874145079733,0.0004424605788487122,8.809713491914291e-05,0.0013802834278444725,1.96847905064368e-06,0.0007055025054985179,0.016222863676686117,0.062359792418543315,0.0020242699104156265,0.0021405273864349987,0.0003649945783716397,0.09318936705031189,0.005513995952768002,1.2354499033998899e-05,0.0011218446218960044,1.8501365417342683e-07,0.008776849180544869,0.00043466784325095606,1.8301957294226778e-06,0.00030190512719610016,0.003038371369248134,0.0011148280772432597,0.002971618097912942,0.0009493990178683058,0.06411977005114072,0.019644323152570548
VPL,0.003435950443008685,2.1706815473125504e-05,0.0002656707948689063,1.984243099913708e-05,2.6010400189750946e-05,1.2543122369247479e-09,0.001200803933729333,0.001843866755059729,0.0034419540582093983,3.6870691488054463e-06,0.00011580932492509611,1.4977839625353636e-05,0.00740261014947035,0.0023816855812545277,6.190177976632324e-06,0.0022769802890788716,3.363329117386711e-05,0.0008376852063410662,0.5823841155527464,5.954534930513433e-05,0.0012646377553460321,6.887997699242212e-05,0.00045333094347104776,0.0023077883296207025,1.5357200082404078e-06,0.000265624428154056,0.006718781991396874,0.00337664326154124,0.00227629691471149,0.0003630091289126272,0.005510377816173456,0.0006014606424009134,0.0018747336277496263,4.103306605986742e-06,0.008207378089042932,5.641144606774933e-05,0.0002167662605925451,0.44402095625917354,5.517873671726731e-08,0.0002018310875227379,0.1220284083643076,0.00018818570648996256,0.41412679274022485,0.005491060532310218,1.0665653719523087,0.02523533060269833,0.0013375413790697277,0.00031131084933632824,0.0020967475555888067,0.0003496163525521611,0.00897209569557736,0.014128672709564772,0.0002407967531974348,0.4075607785338013,0.1519737420714336,0.0017128186014543356,0.02210027266039036,0.0027738686105471394,1.752775306541411e-05,0.04542675196594279
ENTm5,1.6145439653594196e-05,0.00015504241847713433,0.000712865376121334,0.0003093336087630287,5.006541725146949e-06,0.0007887054040249248,0.03743160444738843,0.0023594357810780954,0.0014928848276538225,0.0,9.266759008661716e-07,5.229620165116915e-06,0.005854940332160675,0.008741762752029713,3.4289212508032165e-06,0.0034423091531561533,5.8503550128974166e-05,0.007495139492922145,0.028434590047953033,0.002943524348849834,0.03836211141107247,0.0022498635111808207,0.01173298226130247,0.10698888361263498,1.4722762951947864e-07,0.0034007270323699787,0.0753303533200276,0.001228673242341871,7.159608186647749e-05,0.013940130263309968,0.41115271974338385,4.6958345231083407e-07,0.7492693057364135,0.0,0.04503729701269983,2.8023112126651135e-07,0.0006781506931949436,0.00150437136282242,1.8420134289600954e-06,0.5589831760189451,0.004984459495355196,0.002225793472583633,0.003885138450761833,0.6265446584049846,0.002624965679537971,0.018000056552311235,9.127812959628976e-05,0.003130815556406761,0.041525157270765035,0.014884981694360963,2.407822677791358,0.030099408502212453,0.02595569952621624,0.006557170308722473,0.010500591045087758,0.004172552386530956,0.00039948470422902023,0.001778221509985331,0.0007065030323535184,0.9545989198310023
VPM,0.005884448351772594,8.614305549075262e-05,0.00027999700701515976,2.065160827475486e-05,0.00020194808426997348,2.8061506123673495e-09,0.011273420419101303,0.0012175769337076352,0.0024952435785355665,1.1218925416413098e-06,0.00036617763686764095,2.047109764415679e-05,0.05136218913294339,0.002618881336720075,1.1108643694024677e-05,0.007536923173320332,2.2558736322957437e-05,0.0002743685114723201,0.4601442608075699,1.6380793774228197e-05,0.0005256797907019935,0.00014288813329896508,0.0003951361151158429,0.0006260002263144558,7.992631574083724e-06,0.0005531881375608254,0.0020977171293079244,0.002340112850682431,0.0022636074069441233,0.00019846631397295065,0.005832115036155262,0.0010064595468472844,0.0014136846406358114,1.9613880576262205e-06,0.010277932555505133,7.647327618258067e-05,0.0006573015834607187,0.1863834130223188,1.6956863656089162e-06,4.013353732966234e-05,0.06828247206817957,0.000357107023500243,0.41832606292722313,0.0002089431505202773,1.1760827408505679,0.01602851783430798,0.0010369213429852688,0.0003424815146132029,0.0014043875015068443,0.00817882798423625,0.009909215986828456,0.006506988012872762,0.015248670337208,0.40356233717406714,0.17822340726487146,0.0018562513951551017,0.007192692958889087,0.0032503496935074893,1.740187316849317e-05,0.05261565062830008
