,PSV,IF,IGL,LT,INC,ADP,VISl6a,DCO,VCO,ISN,KF,LC,LGd,LGv,LAV,APN,SUV,LPO,RT,AVP,VISpl2/3,AVPV,MA,BLAp,SG,SGN,BST,SPFp,SPVI,MPO,ENTm1,SUT,ENTm2,ACVII,NDB,V,NOT,VAL,VI,ENTm3,VM,VLPO,VPL,ENTm5,VPM,ZI,PARN,VISpl4,VISpl5,VISal2/3,ENTl,RSPagl2/3,VISl2/3,PO,GPe,POL,GPi,MGm,PS,DG-mo
KF,0.7485746000029381,0.0005803168276760608,0.00011532705504627398,0.0002677221217302864,0.03380278429872803,0.00024603553082967283,1.4958585711356818e-09,1.0383849906945533,0.9708288804743549,0.0018745063927505198,0.45659262134432677,0.007460052978941595,0.0002037883914171188,0.0009328028333319651,0.24173025679184426,0.0760043984533469,0.1944652258295164,0.003978697383234891,0.005757316173951494,0.0005444642112513646,2.845162081082883e-05,0.0017179189610880671,0.0010663708867911423,0.00013285696857851445,0.0015263045269313072,0.002893477576259912,0.006743761740212764,0.0436203578051233,0.19191703308989166,0.0023686616932879242,0.0027874460344549466,0.2878938057665661,0.0005387873516564277,0.001281051188851171,0.00618847156183256,0.1776862555113254,0.0006427576997416916,0.017904285190554595,0.007422665196554455,1.9005653766532543e-05,0.061894661379284226,0.00045177860182884876,0.050619797166417915,3.2190698490530044e-08,0.3085582891651624,0.16838657087348752,0.5282894809864453,2.1718028080956378e-12,4.968729602236378e-09,1.4666286196758495e-07,0.003447435627385188,4.412008921251087e-05,4.392138347145817e-08,0.08585199998269702,0.006796385471285099,0.00747475062748083,0.0035486694000781355,0.009989255895357686,0.0008298997227395998,0.018223846632596526
LC,0.005838626012552162,0.0093115172355125,0.00015679095786713863,0.00021411146030767315,0.005037390770192633,0.01049949152708276,2.2151236731167067e-05,0.002207873077491578,0.0028432369377344607,0.001006602951637572,0.0072473880744736655,0.02271892198852159,0.00046712557104083494,0.0010151672684861263,0.0004491354845506877,0.010462165866017196,0.0015364384741740876,0.07267530805600898,0.022411316003005496,0.004486922875209853,2.761713913939707e-05,0.012825409403973587,0.005821540351747557,0.001839925751852368,0.0018523867206938374,0.001457266860965138,0.16983263796541598,0.01045269536457803,0.0009612327103929973,0.03145073938909613,0.009733056694760553,0.030546488613476676,0.0024970740405517956,0.00039829647774263535,0.0980327756049044,0.07910724939043598,0.0008148464793676728,0.0025550697818231506,0.00017387221350388587,0.00015920430413890569,0.035228226367266406,0.004283608887229297,0.0018826056981751714,6.817283801042598e-05,0.0018307637053178497,0.09800098063290176,0.1416301385170185,3.2291922249941334e-08,8.07621478273955e-06,2.0934935828432545e-06,0.04526304950400054,0.00020038197385859006,3.926517820037446e-06,0.006541293141271451,0.012470791307290048,0.0032660692315824996,0.008389668017852455,0.0018876021585432089,0.039471298475180265,0.03813858150344685
LGd,3.832167036097528e-05,6.0901558603563376e-06,0.0015282439310108124,9.060298115134971e-05,9.286423343942034e-05,3.1687839157538287e-15,0.313794534551276,0.0001614602173151811,0.00022907733311287341,1.949788835332977e-15,1.061557823165429e-06,9.775376676543074e-07,1.3034669401412728,0.03244398885344197,2.2343932228863763e-06,0.013189215118423251,7.70390533022847e-07,5.5356713389174106e-05,0.5705177901623232,9.291805669922584e-07,0.00417796844179643,2.2391816293534984e-05,4.934724110874648e-05,0.0006866393073363618,3.4752331319346807e-06,0.04588863110628121,0.00029645872018009014,0.0033162621027714744,3.4513407619937905e-05,2.4344789811435545e-05,0.0007528629573097992,5.292848684181929e-06,0.00029267861921712126,1.4229262834512562e-09,0.0017670111764674162,6.818845313780234e-07,0.008069708486980387,0.0004963854033688717,7.573600339836529e-07,4.301417712253845e-05,0.00044143327526908625,4.3215580411123005e-05,0.03263303264712368,0.001185990965189209,0.08427580715390465,0.0217870083169342,1.1759828932013004e-05,0.007984546907559986,0.01880026808930322,0.22926233325804699,0.010204231790715765,0.0021797141949002233,0.44123265732348155,0.02712483124881646,0.03606646532106155,0.012388851581316947,0.0007782307752417108,0.03344971677490045,5.260698663388564e-08,0.02368426229285594
LGv,0.0017690772661803997,3.243190675417332e-05,0.0005618255164437779,0.0003072268379958153,0.0005452918719154445,2.8161158381113984e-17,0.08942586458722071,0.0007632118811739154,0.0017276925423812955,1.0325359600324773e-13,5.026517789517064e-06,9.580041943775438e-06,0.37361312546697656,0.009210205675342564,1.85137728732816e-05,0.006864254691716841,3.214820962763614e-06,0.00046706007165072354,0.4414819866805862,2.7242053363671366e-08,0.0012908306594433148,0.00018265467143173148,0.000567107543451849,8.052347024552645e-05,1.0183306867967156e-07,0.012588278584426793,0.0023299705553930664,0.037745123543969326,0.0016188191041598841,0.0003132938965232547,0.006648509058026979,8.736111031047224e-05,0.0012248675234646839,3.128558940071106e-11,0.013508374129286425,6.6685961511620206e-06,0.00223916478363049,0.00029606644760117286,2.2032714903939106e-08,7.407594681259805e-05,0.0007259152907553746,0.0005610052405911741,0.3269274324776147,0.0004029301108022905,0.5837537365087972,0.18824734432424436,0.0005111605669708448,0.0022542936391356967,0.005427063317617749,0.06462598377252729,0.020332353313012027,0.00044976841092351144,0.12461360189642702,0.025632276165346732,0.24444590042367045,0.007637765520889196,0.008769324058112475,0.2986069519041025,5.633051549934749e-07,0.049537784923103706
LAV,0.06598926994748384,0.00031940344334929364,2.065232927335951e-05,3.593291236669773e-05,0.025837356902423246,4.7592082235758216e-05,5.566397553075219e-07,0.031508842944959675,0.03711227253842794,0.0038037839754551514,0.03877905930408562,0.0026232965937892047,0.00015215611469167136,0.00018926231522949194,0.918227115168845,0.032673897377031344,0.15953330491431145,0.0006717749084565931,0.007067371282908939,4.572366868311981e-05,9.137095265037411e-05,0.0002331354887742,0.00027553424206651367,8.147964493983074e-06,0.0007731572206459901,0.0007024446646454067,0.0006906678154641239,0.009219594195622889,0.2651018122140705,0.00028674849610362647,0.0075771740028368895,0.0227307996529276,0.0025887079930022924,0.0007770431894507199,0.01973998971548184,0.03676160682562433,0.00015407393736155197,0.025859257222845558,0.0840703218850125,5.3174510474863094e-05,0.04935132209245627,0.0002445011103088411,0.06926084337027555,1.8025294758588103e-05,0.00808487122643126,0.05552151448077966,0.7490591088042224,1.3034284285485894e-08,5.817515209789656e-07,1.3558201736400822e-08,0.007245821102579157,0.00017698772458812827,7.756380890087798e-09,0.0287950930274355,0.000368426670583311,0.0014417029794404187,0.00040836463273389385,0.0019371293906492756,0.00012751669183627538,0.06536461839865784
APN,0.006445868247872765,0.001441487139153621,0.004745126265507045,0.0008923360111229603,0.017394459475254843,0.0004995711907605286,4.68504681139123e-05,0.0013431819111976153,0.0018784475301699367,8.743988082654162e-05,0.003850023523376892,0.0005594914784529302,0.016101250199399855,0.037596913560478465,0.0003012370828518162,0.8304342190145566,0.0004329057954243349,0.009591233897941925,0.02482803266301649,0.0014477465184056775,5.723617087686311e-05,0.0008112543185542342,0.0018120801211405097,0.0016103803750615875,0.00025314487280102645,0.010908780610130257,0.017995068147399134,0.06601055643603154,0.004959369796167062,0.009558750130859718,0.0026476146068039556,0.015050067625733389,0.0005960307477084127,0.0002010223836071512,0.013760774737826765,0.003604840179538337,0.03130171716289826,0.03740592162740407,0.0003789579739991629,9.385358513405885e-06,0.07788420602724738,0.0006312490449455564,0.08141273499183235,1.1995625992523534e-05,0.08349377815350893,0.5895424010105639,0.05901178541863005,3.7176004242509374e-07,2.4204703927198382e-05,1.5633731121355726e-05,0.0019570929717910583,0.0012180651608461677,9.000971125316766e-06,0.23392127890064987,0.018305895738356007,0.039815572429460946,0.007001506893011955,0.031894058665120385,0.0008073858886886551,0.03662220008034533
SUV,0.03912151040136432,0.0005314173008389351,9.635352718667595e-05,9.151432787195623e-05,0.030014298084572007,0.0002411189739896966,3.0045316331364063e-06,0.03355170381166989,0.02726526306365936,0.0021347996991680153,0.038537113559387194,0.004812437827092441,0.00021437212018223106,0.000515136992015371,0.930077931020141,0.023331822802532126,0.19369502205365854,0.003510961669749434,0.008350558201343429,0.000229355018939738,0.00010960811791106578,0.00044382277660368,0.0008719443771579829,3.85282574768326e-05,0.0013141750790392728,0.001058528482900363,0.003518986523737521,0.006889194418913924,0.2735373136482196,0.0014563579192970989,0.007810824353963242,0.015253082301836331,0.002658202625166247,0.0008529997611986138,0.016065301725875572,0.01677632171369871,0.00018301651826078697,0.021559672602241974,0.08370400155752225,3.9448030731684307e-05,0.049378792057381764,0.0003761404071636118,0.06788317727824893,2.5703017871114972e-05,0.005366346218242469,0.062172856452770896,0.536185930145373,6.274453985923469e-08,2.7804042196505597e-06,6.52503304788944e-08,0.005335543208399925,0.00021191074067178283,3.128043540724367e-08,0.021135944672721237,0.0009842741717584651,0.0018271845541929582,0.001404287347589626,0.0021165573066170007,0.0006712555407374657,0.04777872159270714
LPO,4.8646165890411666e-05,0.020475480480101817,0.00017368762204964753,0.00032809687738292857,0.0005878126778718977,0.04299496867754718,0.0003168875617894469,0.00038803846530760045,0.0004285984742765459,8.723421898196744e-07,0.00010738958513197641,0.000828948039260176,0.0008831940205679131,0.0012691591753005267,3.5333635773109172e-06,0.005119258119453744,6.865896028098213e-06,0.3050314059895812,0.04254260469341881,0.08900190442712898,0.000264711450984678,0.09686024801396534,0.01564127636438937,0.003789788982202668,5.586278575832913e-05,0.0005991276155235879,0.36238153272327894,0.0026976787295018073,6.376656681975002e-05,0.5441703060045573,0.0006761084409369938,0.0024961721539026815,0.0011419979357024004,4.5633732665075495e-05,0.23403075754446565,0.0005168666671647089,0.00011427041391247923,0.005024016702781997,1.5434761373976988e-06,0.0007487702485584079,0.019437261232116462,0.04960994893031236,0.0036487055307444327,0.002195097538405719,0.0027353137710124644,0.10217283188549182,0.005343812160992283,1.2434460388970255e-05,0.0011291262552438686,3.059015359829991e-07,0.01083337716493687,0.0003672108673018228,2.058184510472956e-06,0.0048355504828666886,0.0051128342487553255,0.0013978107109713109,0.005487491869549855,0.0012839368757184078,0.06149547247823826,0.017339710707993037
RT,0.0017173460953287623,6.445225048671028e-05,0.000355097318763871,5.703503322210172e-05,8.587866337432453e-05,0.0003941526255697915,0.005822942667108923,0.0020196479270037427,0.003515603072730959,4.295370744803898e-06,3.0188002184084398e-05,1.619956108354253e-05,0.022036994384202688,0.0033613818844453595,4.803273374041956e-06,0.00406931937438317,2.8342675592307474e-05,0.0038962644115377015,0.7627224063489962,0.0002543860394473023,0.0018711712022378992,0.00034496642788945015,0.0009589947040635957,0.0039639576998716335,1.8815641637374479e-06,0.0003066011407933875,0.02677187313986669,0.007820110822751344,0.0016549747449300036,0.002390952754155688,0.006242701045964339,0.0007051201465851014,0.004654454431813919,2.3716622136704107e-05,0.007736933637531156,7.595766581976525e-05,0.0002913253517066302,0.6991045868268814,2.9545906280633536e-07,0.0019229116668545733,0.2763062981167482,0.0002103614508878926,0.3053323655257899,0.009933424822246895,0.7320503647630666,0.05650374177048004,0.002812841923053819,0.0004941050381115071,0.0032753595009987497,0.003440760589534198,0.02655891538117578,0.018978003786510305,0.005855178699298923,0.4099780900684607,0.145472126986368,0.003266196705992594,0.04736070995604016,0.0017613948153122868,0.000704904542157602,0.043210569965990805
AVP,5.5679031450076626e-05,0.0177415290835456,6.536320269279098e-05,0.00022365253170067,0.0003939878208533116,0.06242949852279468,0.0002702953398904284,0.000787027806040281,0.0007589761573431624,2.745109464266434e-07,0.0001004141867044514,0.000870869316113936,0.00034140746377627683,0.0006244134298752679,1.5368536381226548e-06,0.0023826818921352543,2.4831123725122097e-06,0.2657480962134119,0.026568692062530156,0.1068419401759854,0.00014682727459102815,0.21932288305633071,0.009538213989809186,0.0018670235317590452,3.7030504902434765e-05,0.00020387155100604496,0.3717964297365497,0.0018256161645819292,3.760950449428575e-05,0.625213850839061,0.0007330713394918972,0.002244720758392522,0.000692284743225365,4.662944381880083e-05,0.19215661384283517,0.0004160576194882285,5.497478221435211e-05,0.0010068515319999975,1.2990786961267868e-06,0.0004912082124549081,0.012271235898386298,0.05522420149269375,0.0015715926214840738,0.0014359300235066129,0.00021036092433854436,0.07768174983716068,0.0048535982852852926,7.3890151302905996e-06,0.0006287727347721431,6.703868731156137e-08,0.0061792769797974385,0.0003133905027695334,9.504219156428862e-07,0.0001569041285589044,0.002295858595217853,0.000615671591909891,0.0023281583551738824,0.000484622711403674,0.07244801551073318,0.016821671388465114
VISpl2/3,0.0001833146496002425,2.5713769321890483e-05,0.04351517938720122,0.0022428762169420706,3.709072689090576e-07,2.8899268716699535e-07,0.39167827430853397,0.0016886177978777108,0.006907518119658626,5.419811345724646e-27,5.307519359058891e-05,3.6831276477713103e-06,0.37149383560807353,0.22606130166132749,4.930556693800967e-07,0.11399505651303594,1.332332487934862e-07,3.479242831789922e-05,0.12777535841208157,9.285949386120976e-07,0.3247001475265232,0.0011414232909177093,3.2115884991715795e-05,0.0018502022373085348,4.9477546798768366e-11,0.015821145306116214,0.00043201228068085455,0.0004237287651473863,0.00010153594745828633,1.8958651238599215e-05,0.027891558287384686,5.379537158511717e-07,0.0677463421433133,3.07016454103573e-11,0.013037838493236968,6.558337806621235e-08,0.09757307575515,0.0018650720786285613,3.2205424486109163e-06,0.02905095414175418,0.0007623513393519817,0.0008761761091303968,0.013285281955591493,0.03940842132991663,0.016815710488278297,0.013317695257293042,0.0021608173627970908,0.13721039358708148,0.4725489605467364,0.10981989537147784,0.48498400012768716,0.2121570525837223,0.4526764133942487,0.005814298445660655,0.008643054408387543,0.015596921816984207,0.0005368261971766637,0.007932706930216396,7.505434996562754e-11,0.14260383765390136
AVPV,6.908610894358909e-05,0.013527391380064849,5.317723198143262e-05,0.00018094342750532187,0.00026651005097786214,0.07975434084261618,0.0001780397976197911,0.001336371071295041,0.0012309246723508172,2.0841019811690516e-07,7.526523656076904e-05,0.0006978075988695573,0.0002852353726204059,0.0005444478596897879,1.0882127388461868e-06,0.0017431326978538924,1.8048709694497016e-06,0.2076739269321259,0.01751824982900899,0.11585604956355784,8.110809263206024e-05,0.3805542989510577,0.0056543302093641215,0.0013786002572894378,2.2129242971185056e-05,0.00017889315263168028,0.3558433336534762,0.0013550485106321947,2.7999720079910363e-05,0.6553192121305593,0.001047110493819102,0.0016472013406534554,0.000526947396455329,3.4024124854304214e-05,0.15131374227698685,0.00030261863015524704,5.227802792462411e-05,0.0006610333145204061,9.11213204998051e-07,0.0003301461967056516,0.008336429761219953,0.05681233751322673,0.0011548498661129276,0.0009306449939138636,0.00015438982237824252,0.05834255056394522,0.0035882759838458665,3.822636143248596e-06,0.00030246561033095415,4.7573382468671556e-08,0.004659226291152103,0.00020923357604721125,4.534224780042839e-07,0.00011328559223616133,0.0015887568785349809,0.00046564835345261026,0.0017226869133644073,0.0003576806747946055,0.07504471311868437,0.018695129655517805
