,PSV,IF,IGL,LT,INC,ADP,VISl6a,DCO,VCO,ISN,KF,LC,LGd,LGv,LAV,APN,SUV,LPO,RT,AVP,VISpl2/3,AVPV,MA,BLAp,SG,SGN,SPFp,SPVI,MPO,ENTm1,SUT,ENTm2,ACVII,NDB,V,NOT,VAL,VI,ENTm3,VM,VLPO,VPL,ENTm5,VPM,ZI,PARN,VISpl4,VISpl5,VISal2/3,ENTl,RSPagl2/3,VISl2/3,PO,GPe,POL,GPi,MGm,PS,DG-mo
VISpl2/3,1.851227670405661e-05,3.159983382174167e-05,0.0665572597246746,0.013073917008342045,4.19266026492513e-07,2.8162670134009666e-07,0.19494094733209888,0.0003064244629923072,0.000748121998370762,4.390520982473655e-38,3.297930063429264e-05,2.845837688154208e-05,0.052556379957381875,0.05633082877738614,1.1522242990651382e-07,0.009012731851294616,2.4200058545929814e-08,6.733074443499884e-06,0.008940205654386673,9.056953133080483e-07,0.16226325540068687,0.0006961325278064493,8.65756608416135e-06,0.0002604925286591243,2.2175447292118765e-11,0.008401589212444407,0.0002738801470014284,6.283019465387054e-06,3.2772960660219723e-06,0.002351157757682217,1.8890390437187222e-07,0.0054727624258191715,1.3904492843317688e-10,0.001994844369490586,1.519345388801842e-08,0.04637714129906571,0.0002244330902500594,1.0946922102474619e-05,0.003044697629252752,7.736674236991357e-05,0.0015585297391970522,0.001463716439433264,0.004352069702449564,0.0010015096213053774,0.0007249917356200139,0.00010427815693994394,0.4099480951121091,0.20278492166781303,0.05557003192463774,0.007788288476247371,0.03409794879518067,0.1518794171538707,0.0004420073239516991,0.0005475150332525968,0.007588968439707095,0.00013355285456207236,0.003011806285353392,1.0265780962733353e-11,0.003487372785295684
AVPV,5.192199404555731e-06,0.017114534703911763,9.452976333877102e-05,0.0011589819177417414,0.0003698084404691452,0.07845013239364391,9.319575462248008e-05,0.00016407794813048105,9.013867653781466e-05,2.262501928717786e-06,4.33325356561415e-05,0.005517942358511728,4.5653909083046876e-05,0.0001447051043978329,4.5491106070426493e-07,0.0001559742729910227,5.789801340389372e-07,0.041221419387376036,0.0013562213268496826,0.11577835617746897,4.3383921425867885e-05,0.15624466829114075,0.0017587976745136076,0.0002200820471094988,0.0001534510871786937,0.00010949235176593798,0.001032783521022634,1.6711214572294972e-06,0.10640207826545753,6.737936775299457e-05,0.0006341448854168665,4.35242425731099e-05,0.0008698007189364293,0.021046149484264826,9.107851491247398e-05,2.540432869824329e-05,9.392797484430743e-05,2.8743069175697793e-06,3.83474529902606e-05,0.0009761671456505401,0.0815264676480384,0.00014419496012539802,0.0001149040417170197,1.1147111020145666e-05,0.0034394033045109977,0.0001610406939984444,1.2534989465630209e-05,0.00014835810220779175,3.199912970794214e-08,7.94565817926475e-05,3.470559700390332e-05,1.9217173753730882e-07,1.0350656551418378e-05,0.0001123055621570259,0.00026100839650138757,0.0004391946379462621,0.00016745453821844219,0.06932425211225687,0.00037746840226264875
MA,4.8478678994218956e-05,0.010941815756837139,4.2848965938919673e-10,3.1905089873249576e-05,0.00027606790980908236,0.00040300962758384895,1.2680619601747795e-05,0.00011017948173201278,6.698726694220688e-05,0.00010775461034334992,0.00042731816544275215,0.0003023802854117991,8.302761868437954e-06,3.595853772124453e-05,3.7854577551719756e-07,8.020179658895234e-05,3.424726266276254e-08,0.028782475512062446,0.006980056749420109,0.0010302755739262652,9.93464508280394e-05,0.0005825766171910526,0.15062671173896058,0.015375346202965037,0.0006375802987974718,1.819230828325183e-06,0.0009482529038293302,2.1049792221093994e-05,0.0015088664058110523,0.00017877711269726623,0.001419607417714971,0.00025841335891615004,0.00011568697047003721,0.04397799836394931,0.000506640813117941,3.282044512024564e-05,0.00040592264698683365,0.00011812665192849467,9.726701935522261e-05,0.003968997460190992,0.001740786910655607,0.0003420686316708397,8.994578327777938e-05,1.1312357955532836e-05,0.0037444157500096673,0.000924573028574501,2.4712844246264166e-05,3.144480237405209e-05,5.028123327606787e-06,0.0019174895034586679,2.6532276302419913e-06,9.260051736160678e-09,5.119545163736701e-05,0.004961885100147844,0.00016333364685999096,0.005479185564819565,4.237942769390856e-05,0.003226092497243004,0.0004687058088804392
BLAp,7.755415639860354e-07,0.003021818489242199,3.427621381157992e-05,0.0023276670999130937,5.570822003279236e-06,0.300304337163151,0.010880831617714904,0.000307330770314102,0.00020778477537334084,8.282906893405233e-06,4.19548143477676e-06,3.0390966639914514e-05,4.711631817227426e-06,0.0016682042804251017,6.902351905608578e-08,4.215167503570243e-05,8.08191440680395e-09,0.061735703601811784,0.004292456413381948,0.02030448742933759,0.008576696359534142,0.03245997133684503,0.07413433334806835,0.2563747506105436,7.809626248353567e-07,2.8045658498552375e-05,0.0004950785244871844,1.1357778744248222e-06,0.16476982106369717,0.009979238977259991,3.936353067872311e-05,0.026610716544352733,3.813223774013435e-05,0.04392112378843534,1.687779889347931e-05,6.073978747959521e-05,1.9217795995696235e-06,0.0,0.028102693315348894,0.00029230976069340815,0.021263527809320358,1.0266999989333194e-05,0.02860075685958625,2.25684007611235e-05,0.0025813773854669224,2.0765293524539674e-05,0.00535604338415686,0.006638713530694006,0.0008444076678034907,0.03923899257053007,0.0006554358467253913,0.0014147025611348674,4.009120884402514e-05,0.027008478432433154,0.000282466255664035,0.00722071574073887,0.00016214003097094634,0.11066276615462611,0.0070410777093999986
SG,2.812595757610395e-06,0.002854796685266724,2.257424029350115e-06,2.632227162951859e-06,0.0012731089787552984,9.456886738416653e-05,7.117206379175774e-06,9.675122192728007e-07,4.326587624779598e-06,2.632782206163212e-06,6.42683959071407e-05,0.0018844509628190903,1.3836853195272899e-06,4.284321285163632e-06,7.4072757373451115e-06,4.8366650267875324e-05,1.1916908901800883e-05,0.0016221989094725435,0.0004052508498012143,0.000869307265382872,2.8669247922506237e-06,8.486149128616923e-05,0.00041271746974397776,2.433779414260304e-06,0.004886370823236938,7.397564996721958e-06,0.0002437984717957592,4.2218253855683865e-07,0.0005418419637864714,4.920466223306569e-06,0.00010186369195899855,3.8086511225226392e-06,4.0405507656540994e-05,0.004401682340156086,1.3676918731092669e-05,1.1784225475353347e-05,4.218247807807071e-05,0.00016525300707714293,2.1246299809751372e-06,0.0006224404206007876,0.0007417309457500986,1.3079440993545496e-05,5.06627483041043e-06,1.0064166099515075e-06,0.0002537338499120578,1.361833963818099e-05,7.704978475617435e-08,2.5628218033696116e-06,8.974854292624376e-07,1.4881750991636591e-05,3.5850857544877465e-06,1.1043084591834883e-06,1.722170850004246e-06,3.95184994540923e-06,5.237841335690989e-05,1.258080326513907e-05,7.230828323760884e-06,0.00022856199911282273,1.9572744640946823e-05
SGN,2.7027134745643585e-06,3.87324021969742e-05,0.0017359594073084869,0.003940090306687681,0.0007010159905807997,9.158830849126816e-47,0.02120213566266689,3.863002543364696e-05,1.3361974444751316e-05,0.0,3.1939335116479325e-06,4.440335215241846e-05,0.016868808970335016,0.006159408057661798,4.371097412643634e-06,0.005185346747422674,1.4049793307916549e-06,5.86550705071317e-05,0.02308669563652014,7.370644106451577e-06,0.000657055337664845,6.436097032375792e-05,6.44037246779178e-05,0.0008102449403188904,0.00015351480244082908,0.21081878377233632,0.011576114345830205,2.9620923482862205e-07,1.9310334728706588e-05,0.0002894091131707745,7.722445693677218e-06,5.6607998703576654e-05,5.299640782923289e-07,0.000982995079972133,1.148102415479784e-06,0.005129033002346018,0.0001352532645026269,1.6890674192138907e-05,3.5621028746689885e-06,0.0003292208181569397,0.0003145401954960788,0.016886877148615424,1.375538763070724e-06,0.012766155576503459,0.006952249579899442,7.748969684654619e-07,0.002528554167681592,0.002011103508810955,0.011624191746726912,0.000261984424357685,0.0006612297133689826,0.01217686456121923,0.010440342591694235,0.010768613271256233,0.050447636019345626,0.000931385968765018,0.07638246331984806,2.096737505901415e-07,0.0012787823612719115
SPFp,9.625324821851282e-05,0.00010217478435220713,2.90888681238672e-05,0.0001521242076713496,7.554700720842972e-05,3.852948588479601e-11,3.88863103039333e-05,0.00010813184436388297,5.413011799013444e-05,2.9770834903245722e-08,5.669968599929547e-05,5.971037968923387e-07,2.234295393349986e-05,4.8101197017909236e-05,2.4268360866041382e-06,6.935778270384405e-05,1.2951609823177262e-08,5.940881758280277e-06,0.017528551289736155,3.2279657497107015e-08,3.2368963634371155e-06,0.00013747023409971246,0.000177682371440669,2.686195429926685e-05,2.044710945432093e-07,0.00036295235500330674,0.0031492792596654437,1.03058942139921e-06,1.0564335758769018e-05,0.0004185781876163058,9.023467979441705e-05,0.00014038568939706326,2.9139120241411836e-07,0.0030585729767314495,3.7733541511581465e-06,0.00021258679301089703,0.004181908346743194,8.884930702964793e-08,5.620170313331299e-06,0.0031686810292959585,0.0013774120811860927,0.04764628372500333,1.0337861024473362e-06,0.05849029285234914,0.0010549478020902957,8.666144769814616e-07,1.241590210743435e-06,1.4642591881355444e-06,5.789079491221381e-07,0.00035574110782637133,9.709798339652359e-06,5.174943236028145e-07,0.02795793564262463,0.022349690135169437,0.0002263013511608337,0.0017151394892391026,0.009820988973461212,5.311391233905825e-06,0.0018950704468653403
SPVI,0.34650366187656473,0.0006430250543116466,0.0018689119908553158,0.0017194189164120648,0.016451850614310037,0.0008519412001318696,4.865819077401066e-07,0.012592730602981437,0.013177910153441691,0.5024477628954095,0.3630549729793947,0.039205225447731036,0.00028371396788457907,0.0008127207105655532,0.042332212138497784,0.08272033658886395,0.01282710905098377,0.0018441046114063791,0.0009659818919322892,0.0019942292228551516,5.379451816576198e-05,0.0036253778944626176,0.0003031135320838335,2.2187651200427813e-05,0.00416237761747305,0.00773656380919018,0.12817997390856659,0.5679053555843586,0.0011552793225126658,0.0010468523355795158,0.2580132449731097,0.00023961139391087634,0.29292728230388304,0.007979900169121363,0.20629317272065253,0.0009467166260222252,0.009541569910236598,0.02149572919376675,1.5830697243631093e-05,0.011063158700103628,0.003378374747006925,0.04425264039691276,1.7633298712789068e-05,0.0777373704556399,0.054984565905253004,0.5247807082683409,4.212234692241192e-08,2.4381538954155594e-06,2.526794080474929e-06,0.00028897099331034494,1.845291199882628e-05,1.4536258597606528e-06,0.059906522228902664,0.000476540577015026,0.07515987577195739,0.0015802081407876349,0.07392301270361432,0.0023774556168801664,0.0031509855087924615
MPO,1.3209137364905839e-05,0.05934123442496869,0.0008891584283906345,0.006226633383989686,0.0016564391048247095,0.18941236465297168,0.0003073450478310319,0.0002545447688165146,0.0001522071550372375,9.777741124156417e-06,0.00014878787628558204,0.017437514018632867,0.0004299903588221409,0.0010011913704634262,3.596326945936516e-06,0.0011924962986292582,4.332563294872476e-06,0.13250664748193536,0.005797294067364973,0.2831128511504094,0.0001812081984721804,0.24407189392506137,0.007290326064052046,0.0012528756286461409,0.0005934737139757014,0.0011493321758357608,0.004826104403763046,8.32935603089888e-06,0.2789321332311812,0.00016449426286016845,0.0020987220520360646,0.00019831869059539089,0.0026242634946244043,0.06775020793955969,0.0003176875543025686,0.0001708844045562647,0.0005752039190012821,9.311237861552758e-06,0.00017311721211938692,0.004344048610210842,0.2080210434072623,0.0007864899307756967,0.0005068937708010156,0.00011959474449501927,0.013670077604348114,0.0005404441488791343,5.1946927054459566e-05,0.0006456610063853439,4.887866791449161e-07,0.0003901591727996912,0.00011512874437399299,1.2073716562372564e-06,0.0001586608623588123,0.0005229664064290071,0.002136587895637118,0.002174323677255276,0.0015240437964797572,0.1888087571174297,0.001015220783726515
ENTm1,7.967270349131867e-06,0.0008090993837687951,0.004836552088083526,0.0095314376381869,1.2948067206822495e-05,0.003079306103397712,0.11117048475681293,0.0014421005290282181,0.0006554549316182179,0.0,5.169807398110701e-06,0.0003421380761071492,0.004239355303157207,0.008480075641739738,1.4701819686856028e-05,0.0015581994607727957,0.00014884777448728747,0.006229140592818027,0.007872502716975071,0.006962673921670313,0.1225019063856606,0.0029361685172412085,0.02522867960085967,0.10792563205055757,1.089660441692691e-05,0.009267801411637504,0.0050466328969429,2.3902661063724254e-05,0.00546025588528381,0.22949739136212136,2.1804528581293335e-06,0.3931271456253942,0.0,0.031093983686598395,4.794931523976588e-07,0.0014653763503898929,0.0007115503092016412,7.364002842393121e-05,0.35012559430664186,0.0015744409678282564,0.00982183642921606,0.0024066981012650893,0.38192786722844135,0.0009036507376350303,0.0032890891823494253,1.0121433808805989e-05,0.06249177313659214,0.11010903041136923,0.05536021094466295,0.2739616411490602,0.036059243999686144,0.060552638290371254,0.0029796023813481055,0.00472455115350611,0.011410293284815869,0.0007040580776182847,0.003891416243326431,0.004000950821972933,0.13615646367951298
SUT,0.047582663129651696,0.003603484046543204,0.00043276374430595077,0.003451249846026499,0.018626423442637104,0.0012368422520816016,5.977166556324187e-07,0.046196879304392244,0.02055757956858174,0.011988454154593296,0.11854969939088389,0.039663540382421,0.0001027612193202916,0.00046733201444756526,0.019778775456106984,0.005877075155155207,0.013834133729636617,0.0022495537701020096,0.0005152637197278225,0.002301862421224618,5.761297043204584e-06,0.0032770293527134343,0.0007231372555405834,3.580093134601478e-05,0.007926025808804839,0.0059088651768475255,0.02780848888454468,0.005455883697411847,0.0015856726723611889,0.00011287774657582041,0.10110306608336973,2.346912644794078e-05,0.03229643587090258,0.0018197568019385042,0.03851086502413662,0.000614932738993104,0.0014442843210448115,0.012316338983352697,8.957084145020772e-07,0.0054614866740404005,0.0022315542573408966,0.0052337454999515,4.1525438997078775e-07,0.015875748411061916,0.010245553958597445,0.016409825878742356,5.616044728636041e-09,2.0164449667040982e-07,1.155512626349852e-07,4.047817094397015e-05,6.300373506456983e-06,1.5725404581890276e-07,0.005752349715924294,0.0006800692796448385,0.010473036429701894,0.001705678991081807,0.00900124254635797,0.0036332207068790045,0.00035654657234624913
ENTm2,9.573544781828957e-06,0.0010038541767255365,0.005740578298256272,0.012366346226710088,1.865677051041438e-05,0.003425451054389105,0.13035961199361165,0.0018157806341210978,0.0007139252515973694,0.0,5.600833300432211e-06,0.00035815890523329194,0.005079363841535005,0.010846861644439692,1.5352744140609275e-05,0.0017866907958009948,0.00016329651777700273,0.007020167361092815,0.010402220009510646,0.010433637506358881,0.13175088355512993,0.003543042335695383,0.026718918118617402,0.11227248868471132,1.1385282728284154e-05,0.013071904493744593,0.006548616945834817,2.508683134308641e-05,0.007731995807230438,0.22908599578074276,2.3143082091458955e-06,0.3956530654983173,0.0,0.03335066297804569,6.248613062609481e-07,0.0016907203603086108,0.0010068029655133316,7.686306824633981e-05,0.359808791714166,0.002221052473907205,0.012397777259992518,0.003199645959480987,0.40307907989317815,0.0012017259259610663,0.004450844019517964,1.2363246531401494e-05,0.0662049490871486,0.11818761483323904,0.062407202733780504,0.29236548925902633,0.0384275531887224,0.06647185448588289,0.003917660689224759,0.005465095987145241,0.015189573303187454,0.0008064825678346678,0.005201052474255881,0.004131186786159058,0.13819025353786119
ACVII,5.905723245789802e-05,1.6768605022941016e-06,1.9160238201994866e-08,4.532074721343813e-07,0.00015218696519904765,2.194072979361991e-08,6.405931280106511e-11,1.967690211967591e-06,1.6082912040440628e-06,0.0005227324151459463,0.00018246335419891833,7.377165610719223e-05,2.220406650937972e-08,6.140092059868221e-08,0.0001472910101393384,2.76178840447472e-05,6.029843166582694e-05,3.4584411687545687e-07,2.0397990691574556e-07,9.04451263165014e-08,3.3620805824309794e-08,1.6982604936328065e-07,3.318210907371991e-07,8.235701299476318e-10,3.3776634437913544e-05,3.5308056333801523e-07,1.8005512192892626e-05,4.6129951655993434e-05,4.972213127241309e-08,3.0015920636353414e-07,0.0010193302838323634,1.0893890087775045e-07,0.0030918375962830412,4.3288214833503625e-06,0.0011630457100791716,1.9848383774350118e-07,4.192137533300097e-06,0.0008870196383538647,4.82582009588822e-09,4.33263232327945e-06,4.770319759728368e-07,2.912904930646125e-06,7.84447960096761e-09,1.1788146803401906e-06,4.138895316984654e-06,0.0008679269139347849,1.2619463628802771e-11,1.429285289536029e-09,9.721950715708817e-10,7.281581058446203e-08,1.0480953057394793e-08,2.986448188692639e-10,2.095195109536728e-06,1.1753520241991546e-07,4.249283225027415e-06,3.472407690307594e-07,1.0201359044046736e-06,3.9414510412814955e-08,2.2742972409248517e-06
NDB,5.858921113906721e-06,0.0520150461843826,0.0001706495559690791,0.0030319522374549564,0.0006408431468362243,0.08521916469753663,0.0007773181182385806,0.0002006870294654103,0.00018567725737104186,0.00016353375597487696,1.8631666496384082e-05,0.0022709441568011953,0.00015445736835938582,0.0010331198505298337,4.2633495515927225e-06,4.113680584551872e-05,1.057713324854238e-05,0.11510173590445108,0.009647006073429791,0.0786031968074016,0.004178247870297881,0.050271564643639334,0.21028184030206312,0.014512954401078164,0.0011734538799610596,8.635129644129338e-06,0.00043480207316004587,5.588734779863577e-06,0.07898719318209764,0.0062713365228007035,0.00015635428706693035,0.015620636263888177,4.221012283759467e-06,0.1731549766490671,2.23163662646702e-05,5.554894946216002e-05,0.00032588652836426955,9.742802533541079e-05,0.01943627886443956,0.005359499172527857,0.06828677373609378,6.763308311264202e-05,0.022870507266995112,7.097619639876111e-06,0.009118142676887021,5.996567555722383e-05,0.0009749441243803191,0.005581055182873573,6.930382087241531e-06,0.01514887646270254,0.001083417499321821,2.2117505878362653e-05,1.0264469806154908e-05,0.0008433462771793334,3.785423737952789e-05,0.0008985938694440422,1.2958544725017214e-05,0.08859704822349186,0.008104143608804947
V,0.1035395666945426,0.001083342753283218,0.00026350251345618397,0.002585990581646296,0.041843319074719276,8.31140352922796e-05,6.463152723482934e-09,0.12884263832098947,0.06503843884619605,0.020302670067987683,0.2598172283762179,0.0737572839160135,0.0001333725027068697,0.0003813649089335413,0.06296111752159436,0.010040397176728716,0.042596131446501984,0.0007512092234490047,0.0008246253947447821,0.0002853486673850036,1.1273792293417824e-05,0.00038067003840161945,0.0005907847058512378,1.784165952865615e-05,0.015121582468472311,0.008113777526816201,0.047461297315119534,0.013502957434796398,0.00020328050619516236,0.00022029603800592564,0.1661055550135613,4.020790796514567e-05,0.0698476859170445,0.0012359822899673703,0.07009615595594482,0.0009345576234392542,0.0026076090333148364,0.030593609546783054,1.3237356521022344e-06,0.009322616355555636,0.0005117052462035536,0.012107790687112437,1.6865006755421723e-08,0.03183802405706147,0.01779398266225821,0.03320013336665918,2.4785439646889163e-11,1.0954043389600307e-08,9.053803041010915e-08,6.414960503454379e-05,9.440232190944287e-06,1.9567073580393668e-07,0.010546111065826686,0.0005413348481220485,0.015908796524969838,0.0010130524188685487,0.013946175329041653,0.00026908358408535456,0.0006230522063915744
NOT,0.0003584760197819169,0.0010624346077084544,0.035601509582650175,0.011063853529880135,0.008524545912377614,0.0006339760121617403,5.6461236790068526e-06,0.0004776810546198432,0.0001530761787469861,0.0029448227324695183,0.0018749604710254226,0.0027233185699295187,0.013022885289581275,0.05026371842038442,1.2154597587975361e-05,0.03634703641271285,4.8655462134249936e-05,0.0010799893468462008,0.0038297255576164335,0.0019964414065990906,7.684017201143321e-06,0.0005925077823774763,9.872204434991779e-05,8.304746637529894e-06,0.0005798310003937341,0.006500325574619035,0.020990233273337572,0.00010698173842423728,0.001492511666930698,0.00010137435185964122,0.0056577873300630585,2.0842577862069517e-05,0.00297012617649486,0.001581811053175656,0.0011492840986124476,0.07694080354730494,0.003352147259396322,0.0005310912090254293,1.4330500053111832e-07,0.007018129530611218,0.0014837743105438434,0.005664038815686013,2.0886785792452653e-07,0.0017911082948091554,0.018168582353035072,0.0027245264691191343,1.021007353955948e-06,1.5272513498771084e-05,1.0460989120436345e-05,2.0798237146457555e-05,8.718346031986326e-05,8.88205542151035e-06,0.008304423370691424,0.0005183393872153933,0.017636501655805575,0.001140672650080226,0.007129567347086908,0.0007410269371284945,0.0025994515971268146
VAL,0.0010899956983685209,0.0011686218041355406,0.004705619898099459,0.001218852919690002,0.005523561794806378,0.0001271687710021099,0.002390454135168225,0.00040505822404880227,0.00034830542579476927,0.00021472548653944006,0.001239995439395713,0.002289327869696517,0.0019754484710030732,0.005355303984168306,7.007347137509736e-06,0.003736844004897013,8.799238538403268e-05,0.0019521081432960527,0.17659999673116664,0.0002831588426948249,0.0021315316219891883,9.347978867480627e-05,0.000761786429168505,0.0013227314287713868,0.00047019567980082194,0.0008206805925190261,0.022006014003101943,4.3958579321096894e-05,0.0004383610714362499,0.001041110536807771,0.0022809882472351853,0.0010033539420288152,0.002564259370664041,0.002175024829013952,0.0002930665151920474,0.00048312187062961087,0.3810044463339829,2.9949807023788156e-05,0.0007444801755437576,0.1828467971445749,0.0003199165922304207,0.10238802793718631,0.0025861476227058934,0.0689286062460596,0.014917500702750065,0.0005810852777951863,0.0008344580066243328,0.0031229341505745333,0.002017111211749638,0.0016749165679838887,0.02156814898235,0.0005295552363741876,0.13352267872392104,0.03583748431788113,0.006454636022709275,0.026346697998099865,0.004699241221435698,0.0008102045829262264,0.0019884758932042137
VI,0.0006426418856157165,0.0011666544044936587,7.363650127851751e-05,0.00029765086233743713,0.006975260696398862,0.0007364746889718872,2.5359650678943414e-06,0.00040844134389595956,0.00020400524508412308,0.002794809399908619,0.003989722673744526,0.013374659260919075,1.235695941550501e-05,6.37622461759029e-05,0.009531213505816462,0.0010633551933734598,0.007399901472756493,0.0010852539944577863,0.00021472914367785099,0.00074568500897544,2.1034633322499194e-06,0.0006550414891998081,0.0001794605339387543,1.090422078609995e-05,0.0073560331981261575,4.561340639394713e-05,0.0010503579775152363,0.0008723103989533107,0.0006492142184387337,5.926842863214501e-06,0.0016721616385051658,3.3910586153848527e-06,0.003456908101548196,0.0016117512306517996,0.0011515348923528221,7.834352913694241e-05,0.0004416349395714269,0.012729534604394473,1.0952753866023092e-06,0.0009578298670184137,0.0009700527497881346,0.00041518852561772316,1.8551383881695503e-06,3.3288296856178986e-05,0.000779784676400954,0.002579009821616904,6.407057444252716e-07,4.086573088513205e-06,1.1933303667182794e-07,8.483927661407992e-06,7.5281759910510685e-06,1.5981816099362884e-07,0.00016935434532885476,1.4867228924827081e-05,0.0003402002723631814,9.001901312506961e-05,0.00012755737839548778,0.0014069007545331287,3.99872644368643e-05
ENTm3,7.329069764674398e-06,0.0008199326172163454,0.004795443918681784,0.009554211400677493,1.8731723899917702e-05,0.0030559912650529627,0.09800429089198269,0.0016266367860773546,0.000603453857331848,0.0,3.2865634887201035e-06,0.00022535966238876443,0.003961302098011064,0.009429999107945905,8.336416876683382e-06,0.001348310210904487,0.00010005247813267772,0.005908594325259878,0.008802048298416992,0.010549320568220305,0.09991165066534927,0.0036629546485020216,0.018792652271527346,0.08292365335932961,6.114809368892666e-06,0.01020813409964503,0.004842260793056181,1.632972685382161e-05,0.00776943916380339,0.17639602897906506,1.2687970716594601e-06,0.30661020864858685,0.0,0.027306015852831166,4.30995711374328e-07,0.001369735605114403,0.0008412692665687308,4.095439405084978e-05,0.2869304961877793,0.0019880654826115313,0.011979782184194975,0.002422308148305472,0.3289887456405777,0.0009037631620659621,0.003922940950980621,1.0089894028495491e-05,0.04933487480609216,0.0905301786873876,0.04357694746459965,0.2143412391248906,0.027372441208954445,0.04806290975996072,0.00292317381696515,0.0038806119801559824,0.01146068263203167,0.0005524874756785227,0.003921842175711049,0.0031755061380616136,0.10766207757537216
VM,0.0007539215473900262,0.0023774507209309826,0.00317824531390954,0.0010867430539116768,0.027381303556793447,0.000396183263274603,0.001579955373919466,0.0013518772947547597,0.0004687676167207482,0.0006768201845862369,0.0032386870317519007,0.011173271657024066,0.0013497497186879385,0.0014615056776400945,7.12054083312519e-05,0.01139181928644325,0.00010960488622745891,0.0034886764915214954,0.18006808960757545,0.000585108083249748,0.0017102448013653411,0.0003575831233583789,0.001086171861468329,0.0005656504527364305,0.001908976762357756,0.0003863151003124641,0.0571556133066889,7.803467512940201e-05,0.0008958916533021818,0.002767024840882083,0.004866150256483844,0.0021230949508166453,0.007338932842262371,0.003367577093323728,0.0010742097286460665,0.0013908338314223753,0.21684268373206217,0.0001327558514464618,0.0009553462725831019,0.7193283672013299,0.0005280139296392473,0.03673442524812662,0.0013841435188521368,0.03004220357021616,0.05832118521498163,0.001954120087518527,0.00041425046933482536,0.0015098111426030802,0.0001793557217844635,0.0028174884614327067,0.001336662746810173,0.00023994801429038558,0.03819971197734012,0.057917967171308996,0.005727762667816127,0.026470309229873985,0.0018621274338491809,0.0010134130889130353,0.0029133930381766175
VLPO,1.6747240120698843e-06,0.007746866491729463,8.04307225503933e-05,0.0006400443533795377,0.00021010600792240866,0.01759513596878059,5.6294500660419054e-05,3.412380422230359e-05,2.0854503262771623e-05,9.539493116691432e-07,2.0749997769818218e-05,0.002286613067633196,4.2149009989407196e-05,9.90668387259755e-05,3.979585929980018e-07,0.0001285473269968177,4.643255787471165e-07,0.01997293799986388,0.0008146695572686855,0.03746621432607659,3.580203545507493e-05,0.027692706724789764,0.001205490152613376,0.00012982294304378063,0.00011003585650061686,0.00011436300198088757,0.0005293378431450585,9.752665700399339e-07,0.03462082053769107,2.0429309419893608e-05,0.0002827302795446358,2.6462003282789478e-05,0.00040017350323152495,0.010727440782402353,4.019925114380398e-05,1.640445352694929e-05,5.775115385869749e-05,1.668097184839382e-06,2.264959246994352e-05,0.0005553932667495334,0.030199368246088595,8.047022362953039e-05,7.162733458470758e-05,8.946594796450368e-06,0.0016720480674633545,7.318423873763868e-05,1.0147016173636213e-05,0.00013169570157375054,4.2987707229679995e-08,4.654656571637619e-05,2.002519055022982e-05,1.9130134952606595e-07,9.075132255112437e-06,6.4408431422554e-05,0.0002218089741972449,0.0002397087912104384,0.00015378414605233913,0.020689409573743902,0.00014305044867874477
VPL,0.0014403397148347553,0.00010113999861503277,0.0017181386063515403,0.0005000931609448248,7.829978918345943e-05,1.9160323867073343e-11,0.002507021406412956,0.0014030189996016096,0.0015598678766903205,0.00016514603728168983,0.0002897099235685296,0.000509859513859742,0.004534887343708111,0.002564713318902746,9.92997444969819e-06,0.000730991570435023,4.367618648302389e-05,0.0007053373909802512,0.18216996681803166,0.0003013884381004795,0.0028242106168557884,0.00015488882361245894,0.0005276724950242838,0.0014623126381830588,3.7532640162322646e-05,0.00063476401870174,0.010175312067585063,0.000588490762189144,0.00028088337344929005,0.002020455015014896,0.0010206295377769988,0.0006752098771917319,0.00040004723007965504,0.004877676083849884,7.043738645094354e-05,0.00043173235975872465,0.24751471026820085,2.0460966458144728e-07,8.757641148006204e-05,0.05582152125176187,0.0012296531067495424,0.20927951818814222,0.0028020912662862028,0.2966604387311875,0.005991277165915685,0.0002529098897653349,0.004157258663179548,0.003987394140850342,0.0005488554412589673,0.0006161867343458268,0.009390149988653599,0.00012571276052915936,0.14220721115924906,0.042405597631478754,0.0036525476853908802,0.022771518892222547,0.004591863222991059,6.905342951755877e-05,0.004631783406395611
ENTm5,7.0094170251621894e-06,0.0008401071322576473,0.005053189361468565,0.008555963004865578,2.7517699767563262e-05,0.0037245726355856525,0.08553497991749917,0.0018788539772883724,0.0006722875381563125,0.0,2.372803858585769e-06,0.00018152716145682766,0.0037973249573535787,0.010242930368618564,5.501076639091138e-06,0.0012575764418130487,7.936615834107377e-05,0.006491548200281901,0.009282245326600337,0.014549541456550677,0.08433990094871467,0.005285449781236965,0.014642358473770701,0.06813208243654298,3.936190765491423e-06,0.008791923616027769,0.0040388200913934,1.585990272843567e-05,0.010747354447149535,0.1556703760112827,8.159942545307152e-07,0.2752000710005485,0.0,0.028226305553666432,3.63836704980433e-07,0.0014601861351457314,0.0008653581064998014,2.5478971728650615e-05,0.26754811173478354,0.002371988750998185,0.015620422192811559,0.0020676778291231963,0.3185108695102177,0.0007613128692626562,0.004466528148244362,1.4560535458979735e-05,0.04067360057060578,0.07817002450394846,0.0344205451623238,0.17419187931479538,0.021868937955347837,0.039070444586272,0.0024503267487724564,0.00314574463171932,0.00969812697235773,0.0004342622612541235,0.003307648502166835,0.00299402894979197,0.10047752594710194
