,TMv,IC,PSV,IF,PT,IG,AAA,IGL,PVa,III,PVH,ACAd,ILA,ACAv,ACB,IMD,PVHd,AD,LT,ADP,IO,AHN,IP,DCO,IPN,VCO,AId,ISN,AIp,IV,PVi,AIv,PVp,AM,MRN,LA,PVpo,AMB,IRN,PRNr,LC,PVT,AOB,LD,AON,LDT,PRP,LGd,RCH,NR,LGv,RE,FRP,LH,RH,LHA,RL,MV,LIN,RM,AP,LAV,LM,RN,APN,SUV,LP,RO,ARH,SPIV,LPO,RPA,AT,LRN,RPO,RR,LSc,AV,LSr,RT,AVP,LSv,SAG,AVPV,B,SCH,BAC,BA,SCm,BLA,MA,SCs,MARN,SF,SG,BMA,SubG,SGN,SSp-bfd,ASO,SH,SSp-ll,SFO,SI,SSp-m,SBPV,SLC,BST,SSp-n,PST,SLD,SSp-tr,MD,PSTN,SMT,SSp-ul,ICB,SNc,SSs,SNr,CA1,VISp,SO,VISam,SOC,VISal,MEA,VISl,SPFm,VISrl,SPFp,CA2,VISpl,SPVC,SPVI,SPVO,MEPO,MEV,CA3,STN,MG,MH,MM,SUB,MOB,MPN,MPO,SUM,MPT,VISpm,SUT,CEA,TEa,MS,TR,TRN,CL,ACVII,NB,TRS,CLA,TT,CLI,NDB,CM,NI,SPA,NLL,TU,CUN,NLOT,V,NOT,VAL,NPC,COAa,NTB,COAp,NTS,VI,VII,CP,VISC,CS,VM,VLPO,VMH,OP,CU,VPL,ORBl,VPLpc,DG,ORBm,VPM,VPMpc,ORBvl,VTA,OT,VTN,OV,x,XII,PA,y,PAA,PAG,ZI,DP,DMH,DMX,PAR,DN,PARN,PAS,PB,DR,PBG,RSPd,DTN,RSPv,RSPagl,ECT,PCG,ECU,PCN,LING,PD,ENTl,CENT,PERI,ENTm,CUL,PF,PG,DEC,FOTU,PH,PYR,EPd,UVU,PIR,EPv,NOD,PGRNd,PL,EW,PGRNl,PMd,FC,MOp,FN,MOs,FS,AUDp,PMv,SIM,AUDd,AN,AUDv,PO,GPe,PRM,AUDpo,POL,GPi,COPY,POST,GR,PFL,PP,GRN,FL,PPN,GU,PPT,PPY,PR,PRE,PRNc,MDRNd,IA,MDRNv,PS,IAD,IAM,TMd,SSp-un,VISa,VISli,VISpor
TMv,0.000579576651472897,1.0737382247070666e-06,5.277544131557273e-07,0.00011618660754564493,0.00016311153876046893,1.3579818404538166e-05,2.9307339801766835e-05,1.2137623001241178e-05,0.00021341130622884477,7.93000826086169e-06,0.0004387390242496708,7.447076516712924e-07,4.7155840153148866e-06,2.1720374655860985e-06,9.414706730720348e-06,7.12289918875308e-05,0.0003133147702815652,2.727766517174249e-05,5.355172687688269e-05,0.0004350188350649692,9.491649486434667e-07,0.0005166260171631714,2.1376839983684042e-07,9.896036263570693e-07,2.7686413187724397e-05,9.526514523668017e-07,1.1556796260945786e-06,9.804610840701393e-08,1.7306999214391805e-06,3.0516501624011287e-05,0.00023327471503087452,1.3293077632288423e-06,0.0005156061797017622,0.00018091425420289626,3.5769690328204284e-05,3.6150751684898155e-05,0.0002777199144661962,3.1899644901856426e-06,9.54375574991537e-07,7.643756896267819e-06,4.07662921932236e-05,0.00019502309176975933,2.098754741705116e-07,5.156354297101618e-06,1.949714367016255e-06,4.825390713031221e-05,5.973320805340304e-07,5.862353299498152e-06,0.0005620085701843425,1.5000077177818464e-07,1.1275601926615593e-05,0.0002018276850619752,4.147757091421265e-07,8.493775798715155e-05,5.6100161020699515e-05,0.00022124742941064446,7.610414533785627e-05,5.176295081443565e-07,9.423217774238904e-07,1.4461460729962363e-05,6.478419659844692e-06,2.2308137780166714e-07,0.00012777852145912745,1.829394552288176e-05,1.737846972721002e-05,2.995776802012498e-07,1.741784109572995e-05,3.7565727094860607e-06,0.00048386953682156154,3.0735377270523554e-07,0.00017143013289163983,1.910272880288932e-05,9.255744090157255e-05,7.542477748883309e-07,2.8196550319569824e-05,3.671033435911398e-05,2.5278473181552295e-05,1.8963754371421444e-05,0.00010871008904341187,1.4248336452407716e-05,0.00028976275741595417,0.00028109125609595816,4.9956495284447865e-06,0.0002542016933376428,0.00015315151966155852,0.0003046666736169185,0.00016114253033586948,3.9644318538936475e-05,3.565177816674128e-05,1.9071667613254123e-05,1.4147775551042234e-05,3.5863136614583526e-06,3.886732072522767e-06,3.432732222685914e-05,3.1028225409703874e-06,4.4061331877212104e-05,5.3779510779991404e-05,1.8770825066290186e-05,1.9974209179259695e-07,0.00029485560018662453,3.555309912162392e-05,5.482495312012475e-07,6.741166419169263e-06,4.270197218855221e-05,6.060006382110296e-07,0.00047812306444611734,7.2431230841079175e-06,0.00028456562455085144,4.2864784545300167e-07,0.00011789754932106887,1.9557256410822638e-05,2.1305838651273385e-06,2.3537679924388515e-05,0.00016738484586140912,5.521655305086323e-05,1.8733170204476763e-07,1.372515532151327e-07,2.700179835079821e-05,6.13348556794656e-07,1.8484615868672454e-05,3.307483054362932e-06,9.727893111986367e-07,0.00010536044965450931,2.1610946892595267e-07,1.0405906906916504e-06,8.26844588631379e-08,9.477507540950107e-05,8.072855505697156e-07,0.0002948014342560086,1.1168964615992467e-07,6.107758870946407e-05,4.764527677277794e-06,4.33789350476414e-07,1.445307728388419e-07,3.717969803456799e-08,5.742051805801152e-08,0.0001765985285585301,4.6434545666406844e-05,3.6021160514898443e-06,4.790181391219472e-05,2.2498578148617492e-05,3.871352224265438e-05,0.00025711968803449796,4.077240934987669e-06,1.4171190658055944e-06,0.0006685028447763431,0.0004434503394379401,0.00045492720552170576,9.839886076935619e-06,3.654520518315748e-07,3.934276789598657e-06,8.046827952164569e-05,1.9491725179179686e-06,0.00014570394193093157,1.364688056177038e-05,5.964186922546559e-06,9.01130162973559e-06,4.392075035773796e-06,1.5724596271494586e-05,2.8041796630480625e-05,2.572222388191147e-06,9.990156259201808e-06,8.983388276774899e-05,9.498951776167824e-05,4.910705871433539e-05,3.4713647023314664e-05,0.00033900015130152155,1.7427401399309981e-06,0.0006634609395022166,3.515375379386334e-05,1.647671111223829e-05,8.509395667066072e-07,3.835431749239941e-06,4.21449124683563e-06,0.00011319509119363583,2.6118288299480727e-05,6.586783452553613e-07,2.6612536699796007e-05,5.047558911408807e-06,2.2180336912995807e-07,8.376404301435293e-07,1.4387039613220336e-06,1.0501096031787785e-06,4.582808165910065e-05,4.6619255258356914e-05,0.00024127275814319393,0.0006424374622848516,1.1480410650525012e-05,1.214421671041396e-07,7.642546389940853e-06,3.3306735056164746e-07,1.4196296112031497e-05,8.835735512480994e-06,1.6626913971126378e-06,1.8916321945467806e-06,6.37666198820733e-05,6.706844660706345e-07,7.63603177349112e-05,6.988910072398168e-06,8.038148245159577e-05,0.0001107444920314978,4.353609527034164e-08,3.8829725549770015e-07,0.0001021910732662144,3.757138927509733e-07,2.401560681039627e-05,0.0001570520519262022,7.379393043298748e-05,7.881129639596441e-06,0.0005173509549556926,1.1692745461413138e-05,3.158211121845155e-06,9.840103689009869e-09,9.734056654869463e-07,1.3023846557143915e-06,1.44374590887773e-05,8.377000192625292e-05,1.7691554706294208e-06,1.4445127092368822e-06,1.560276942826339e-05,1.949690996072769e-06,1.6773494511504402e-06,4.37834179666929e-06,5.277971127028728e-05,2.2462113721998285e-07,6.755945516549489e-06,1.949971953605282e-06,0.000587989706078134,4.7427431705114995e-06,9.040704126798103e-07,2.5356069245663377e-06,3.5727617667655585e-06,3.094239703594923e-07,3.0209431040763637e-05,7.891038625134911e-06,1.4085292538974057e-07,1.0842596736913796e-07,0.00046631598686313453,1.085615499693323e-06,3.106138946036787e-06,3.6444325091099e-07,2.3353041766346727e-06,7.471470004698328e-06,5.762751368582976e-07,2.9701153925192375e-07,8.711672737638984e-07,6.500197587330042e-05,1.6532795010172485e-06,0.0009465264194433827,2.1316791318160104e-06,3.1908243510792784e-07,3.289295776673196e-07,3.7934126346262614e-07,1.2617516439676249e-05,3.23417394156494e-07,0.0009864174276956168,3.7558278513161317e-07,2.4804339980397115e-07,3.836767841296942e-07,5.698878090133483e-07,2.548652058430758e-06,1.593960816045535e-05,3.4562479979807e-07,5.498903683481855e-07,3.0707875294451776e-05,3.5581968078611005e-05,3.6928717157405e-07,5.632736030171883e-06,2.9348389811697865e-07,1.09946619144472e-06,4.5966463645843086e-05,7.955404583450126e-07,3.0011260641347737e-07,1.62240332758161e-05,2.637531041607693e-06,2.2326483722860056e-05,3.6052868466936014e-06,0.00020925680820928517,2.0456714317283547e-06,3.972949337633678e-06,7.533321583093303e-07,3.973276321576808e-05,1.8204639209220748e-07,0.0002766248863350097,0.0001523943949093503,0.00014872383891144123,0.000784350795786974,2.5069890451569963e-07,2.8744388435343275e-07,7.200245171560859e-07,2.1005060348677595e-06
IC,1.0451880308195714e-05,0.0015584047806268659,2.21943020522147e-06,3.354498457149487e-05,6.565922222223017e-06,2.4779497027656694e-05,8.530033126595603e-07,9.267048036153524e-06,1.107273335156997e-06,6.53796973708148e-06,5.641563115757097e-06,6.421580577186031e-07,4.0631764492824e-06,2.740788191821284e-06,1.526062720595788e-07,2.7104752477033523e-05,3.7772859760595424e-05,3.14206624138781e-06,0.00011334334716909225,5.036186073227579e-07,1.151578459139488e-05,1.4473847667450348e-05,4.1562290123571243e-07,0.00016671984202287044,6.955203436671948e-06,6.83393750122459e-05,6.150478900293068e-07,2.1789823620876586e-06,4.043000821931915e-07,4.293821067421022e-05,3.718970387111969e-06,1.3663205176158941e-06,1.964955282554261e-06,2.386640464487552e-06,0.0001403960060787212,5.98436107736413e-07,4.243471929161969e-07,4.195263853353324e-06,5.586270321735948e-06,0.00014379731325607083,3.8204515595466484e-05,1.7017128264981887e-05,1.0149746523618888e-07,5.839873850266942e-06,1.1436271909418868e-07,5.936421227865569e-05,1.9645455590417513e-06,1.0934867665339908e-05,2.0071454759192883e-05,1.132879672814647e-06,8.428246027424973e-06,3.5500626480210504e-05,2.9181843361013446e-07,2.2166583507387845e-05,2.2053407992216143e-05,1.1871176376345807e-05,2.597237862598618e-05,1.545319358369023e-06,4.085921787916146e-06,8.091465438742793e-05,1.2148995196203609e-06,2.8789481248368674e-06,5.215284223091354e-06,4.3739943898543334e-05,7.33114734459771e-05,2.7220383683605394e-06,7.567869735284793e-05,3.404010396202465e-05,2.077278370502721e-06,8.082762750101872e-07,5.1789427931341906e-06,0.00014064188394662325,1.92568595653033e-05,8.668838097007258e-06,5.860133598886682e-06,0.00010286752256494629,1.6507328063457394e-07,2.257162017892343e-06,2.6320260989412477e-07,4.002563607860737e-06,5.369522608714958e-06,2.605641373653793e-07,0.00042073694257914175,1.4823448726795946e-06,4.421248704816406e-05,7.407121279851908e-06,9.682359648007302e-07,8.634912308449784e-06,0.000359448735247587,7.426233670137774e-08,9.316865169449806e-07,0.00013353177709329205,9.369083645510136e-05,5.226213668560134e-07,1.5850627167283313e-05,1.5603741617102364e-07,2.3159727052615876e-05,0.0006297434517358696,2.586418968883506e-07,1.2264017628754893e-05,8.785535387156741e-07,1.674008646907463e-07,4.1183000483110925e-06,2.3656918166598052e-06,6.127020276661333e-07,6.017581585854574e-06,2.3220569231465706e-05,9.720533562320982e-07,4.889744522690266e-07,1.6925289956600398e-05,4.416156259671866e-05,2.2068831829659185e-07,1.5673361156393058e-05,2.450073221288869e-05,1.3285802938666287e-05,1.6507377302660238e-07,3.8837487359187695e-07,1.3032444753593158e-05,9.022225950603437e-07,1.1417560764769358e-05,7.917852078084009e-08,4.1135907410281733e-07,6.217386009092586e-06,1.1085191944249964e-07,0.00022872040464957225,5.714956254148207e-07,3.2382700443137877e-06,1.0682328861821261e-07,0.00018170189975895185,9.11126373262942e-08,0.00020903680784159623,5.548247044387325e-08,1.2812413553553073e-06,3.2995951423960223e-07,4.4350244915225773e-07,8.773695101124201e-07,3.496029196476037e-06,3.0154081385980515e-05,4.07486640355552e-07,6.287547707737329e-06,0.0006991546020302467,4.706431222973785e-06,3.5711384445636103e-06,2.358979674983824e-06,7.373385363841151e-07,9.938165341488133e-07,3.0880870894562765e-06,4.759492340846629e-06,5.654031031915906e-05,6.524633252470372e-07,2.264689201130799e-05,1.2446459651011875e-06,7.647727394196123e-07,4.994727711291468e-06,7.492455134066004e-07,6.230382592147863e-05,2.8796867001134945e-05,1.726414909385069e-05,0.0013552383570583717,1.6533239031028007e-06,1.274661155275727e-07,1.1475187797597037e-05,9.953984663144497e-05,1.0481684607770273e-05,2.2125157033041087e-05,1.792156126276231e-05,0.00018026309643125884,0.00032855360391732103,1.407626889159336e-05,0.000550278478142644,2.4447628707015246e-06,1.0783474861355033e-05,4.5628113102313354e-05,3.380055126623771e-06,0.0001303930257950844,1.8823911674645387e-06,0.0001493460101854686,5.339136441102658e-07,1.1841549288910319e-06,3.183976267306974e-06,8.33022375420512e-06,4.2758135051907677e-07,3.012571654973358e-07,2.2910305211913657e-05,2.0419348508153907e-05,4.25477002701623e-06,2.8807563404686697e-06,5.0506646653588126e-05,6.42630018246665e-07,1.7304828932923312e-05,1.51807328921684e-07,4.766895955824813e-05,5.5398776671299e-06,1.8244994279888277e-06,1.303002231050631e-05,6.647965256100599e-05,5.691723738436526e-07,2.2601251266962622e-05,3.2290030605121936e-06,7.33119909138167e-06,9.265628942849358e-06,5.054602551698506e-07,5.651500938655277e-07,7.957433882820537e-08,1.964593012889028e-05,2.6826042503864197e-06,0.00028079225836901556,4.133747361289316e-05,4.607831900862317e-06,7.034388506969413e-06,1.5369891865025633e-06,2.3054084514397946e-06,2.897986267221868e-07,5.2645419016165015e-06,6.082225011574818e-07,3.151161443310988e-05,5.289755735214672e-05,0.00015944028143630612,8.693977256354392e-07,4.784231470335541e-06,1.5123022918974397e-06,8.368152392269112e-07,3.9928165931729404e-07,2.53459883593743e-05,9.633673901456958e-07,1.00930279729828e-05,1.8539261857360258e-06,9.339373527157459e-08,2.0334557518343297e-07,1.2648917468266627e-06,2.552047056704506e-07,6.627710557424612e-07,1.8558404026623606e-06,4.337472804674795e-05,8.103803231944294e-05,9.43186281723636e-07,1.1766618639430252e-06,3.193658734603082e-05,1.7825209472986542e-07,1.0423359962709931e-07,1.848258363157381e-06,8.692351860731111e-07,4.470517397926274e-08,1.1227279489450467e-06,2.9334262602954634e-06,5.630685713198703e-07,4.0956722486085836e-05,1.4189947800676955e-05,1.911845391516848e-06,1.234879214291516e-06,1.466217408650805e-07,2.9981081891769846e-07,1.6955194614458225e-07,4.83901661931768e-07,4.694271559715873e-06,5.721181172605e-07,9.329652023751224e-07,4.725803300626519e-06,9.285200433678466e-07,2.487000544960883e-06,1.3589492735632322e-05,3.38967694271449e-06,1.0648568904627424e-06,3.8141935969394738e-06,0.0004693100093404448,4.451266739933861e-06,1.2865214647378898e-06,7.516689795572964e-06,5.605241337612297e-07,1.4995730093971846e-06,0.00022130115950513,1.8967829269267804e-05,1.2105303014718194e-06,0.0001993848875058203,1.145649434943768e-06,8.807685631959171e-05,6.946243453795334e-05,4.118727348528143e-05,3.5385727153144043e-06,9.20155705531736e-05,3.51689305226555e-06,1.5978842768247963e-07,6.662895863814357e-06,1.2485037530059224e-06,1.3414514434953622e-05,1.0029395716719982e-05,3.4184563255421153e-07,1.506808940800137e-07,1.7929142201126393e-07,3.1251744478353474e-07,3.432103717691158e-07
PSV,1.4228511267840234e-05,0.00021964675441570207,0.0006746910725997133,5.304033235589021e-06,3.5074351180187527e-06,1.4109632627888565e-05,8.279573983680494e-06,1.5268159518930822e-06,5.031680094730836e-08,0.0002657947686759474,2.339633672099713e-06,1.170838724062528e-07,1.5293739771207707e-07,8.753100099793025e-07,3.6832297265935367e-07,5.3714197035194836e-05,4.795973796515583e-05,4.66226679099585e-07,1.7016199726481276e-05,5.418844027118973e-08,8.759998862521338e-06,6.074977991737448e-06,8.321211846264707e-05,0.0009321386107747045,0.0001643817901088055,0.0005048366496957954,5.171398725804224e-07,0.00010925823382626971,1.895318385488921e-06,0.00011782930912982654,3.8736608426800505e-06,9.081563412121384e-07,5.760558946784871e-06,2.5932955547582952e-06,0.00020617962286304556,2.0600639989889129e-07,4.0151048127001277e-07,0.00021036232902209252,0.0001712458959462812,0.00040616439794043634,0.0005309362313656167,2.025865845941651e-05,2.2392129305774034e-07,4.450184393158932e-06,2.110508229841589e-07,0.00019669088346167316,0.0001750622616305242,9.389771520803675e-07,1.2631051038229232e-05,0.00019350226678535633,2.37747515577783e-06,1.6065579269127497e-05,1.2402890815654396e-07,9.999937795695629e-06,7.919434697742325e-05,2.189852306615133e-05,3.6063744705586596e-05,0.0004353501420615544,0.00012895609436807884,9.264676783844953e-05,2.321489473475623e-05,0.000496633011189981,7.607336788103352e-06,0.00022702212712483037,6.515937748884776e-05,0.00033185061756268585,1.3319234059083458e-05,5.601043989512385e-05,8.760199096135e-06,0.0004530435771156037,4.784716157393562e-06,0.00012397847381248587,0.00015467634662271983,7.249840069435933e-05,0.00034752982770534856,0.00017940825499564918,8.840093187697838e-08,1.3505534980733873e-06,6.469173630441938e-07,5.887830906163551e-06,1.2634739932652582e-06,1.4761421585841395e-07,0.00029894089146797955,1.2946549295859828e-06,0.00035433770024445794,5.879779092439377e-06,3.5724658127280856e-08,1.3653911185284735e-05,0.00011003592213882741,3.928789070689337e-07,4.021388885435878e-06,1.0056026242071236e-05,0.00014351765149846492,1.9895930307324888e-07,0.00010292751652798983,6.15095362218895e-06,7.051284105695254e-07,5.980266510171237e-05,4.020713080796051e-07,1.1441792803834254e-07,7.962414493292593e-07,9.0750627618686e-08,2.48268890504927e-06,5.557719421275597e-06,6.6465207572789e-07,3.3836795998569827e-06,0.0009024137750449417,1.6473427197262564e-06,7.359280540010366e-07,3.520456838895456e-05,0.000574303811381694,5.617010481551259e-08,1.2174753725116807e-05,3.356137562868562e-05,2.0690642446636783e-05,7.917890023800316e-08,9.137638631298095e-05,3.1276051630323365e-06,6.726247154185257e-07,5.305105969955882e-06,1.1796647877422849e-07,3.760443914375825e-07,4.455163118387843e-06,2.0918889809975305e-09,0.00024979720752155924,9.57658373863568e-08,4.199206723941428e-06,1.4820197169286672e-07,0.00022196857483733356,3.105613000684747e-08,0.0002941478985627942,3.22839674367296e-08,1.912667657974284e-07,7.870914070904527e-05,9.697031822515876e-05,0.00016485509511971676,1.439181878699519e-07,0.0002290757978287193,1.8327833675168606e-07,7.646086368771538e-06,4.5635548722033813e-05,1.7295527250369663e-06,1.7332002387996527e-06,1.8280041800657853e-06,4.192977043983039e-07,2.456723173643382e-07,8.747469348348226e-07,6.811641765972742e-06,6.429679771719936e-06,1.7716138459730934e-07,0.0009485133206637801,2.2823466491332587e-05,5.087251764344345e-07,5.7743119385025276e-08,1.3420572056361344e-06,0.00014475998056816679,2.8228488309749005e-05,0.0005385460245355545,9.331886087825015e-05,2.341002003817942e-07,3.70897966947605e-07,3.5096549499081963e-06,0.00010424769614803519,7.975775579030168e-06,4.421458008720974e-05,0.00019362113432191627,0.00015071180135056575,0.0004708485203564365,1.0316460664269394e-05,0.00016326258777998715,4.099916255835865e-06,0.00042852010300063173,6.590958381402652e-06,1.6029494787373005e-05,0.00011352912603920925,8.683810050046429e-06,0.0001676398779234742,1.061130449653037e-06,0.00010093101110388197,0.00023025486133899402,0.0002294649066683238,3.0600592201892187e-07,1.0635145931646253e-06,0.00042204615606099174,5.896288814261007e-05,3.099222418986126e-06,5.642259234583947e-07,6.29220123777028e-06,0.00011713733960454983,8.783824995924998e-05,1.1716844303822881e-07,0.00039006186924351357,2.770436687143342e-06,9.194006893091308e-07,0.0001869740924523403,0.00020723993433344843,2.9980743524982823e-07,9.570354912059054e-05,2.645677445987324e-06,0.0001099977512214925,2.4715530065700127e-06,0.0003216992605323309,0.00020038847752593117,9.944589830640227e-08,0.0009820683882034058,1.9810732890449753e-06,0.00015520575386371242,0.000118420327819333,6.36169964638395e-07,5.559824495615972e-06,0.0001197703976338439,9.483923558767511e-07,5.1003929221384286e-05,0.00021885775720563617,0.00023429471913141882,0.0005925936583898132,4.833616180635467e-05,9.575376677413445e-05,4.796149675907486e-07,1.5861621777433637e-05,6.035922662297156e-07,1.0992234199732382e-07,1.2516888063715447e-06,0.00011704315014674341,9.940412570158107e-05,5.1615814148945926e-05,6.890225843643883e-05,7.591876826615218e-09,4.4240631271591475e-07,4.1222172197395157e-05,7.403444751743407e-07,4.2104646375527367e-07,3.384609657976981e-05,9.715313125749432e-05,4.2099378412041595e-05,5.3552307069151124e-05,7.090045486003678e-05,7.344292728062654e-05,4.5731497585336134e-05,3.736200420723078e-07,0.00010636621991969354,8.362730803681664e-07,1.3623110706413727e-06,2.5206025700008465e-05,0.00022564722140252852,2.405607289709602e-07,0.00030851586198754486,0.0001988890980767116,1.0162751817930231e-06,3.275713664411873e-06,2.0659338334524959e-07,0.00013209076904677338,8.699182510957348e-08,5.562796101827326e-06,3.049132804093987e-07,7.068247086014818e-07,3.384740388767871e-05,3.959074472864902e-07,7.283399760735816e-05,4.2695373051746103e-07,5.9828951975398654e-05,2.759110993313116e-06,5.8463043794943426e-05,1.97436800223168e-07,0.00011501865072245846,5.8295835161956875e-06,2.4642355286704688e-05,3.1840093140819306e-06,9.522517470818395e-05,2.7620883421768698e-05,3.696391839369294e-05,0.00016158377248462946,0.000115321718565071,0.00025959515233541137,1.5739512892264654e-06,3.070666958580811e-05,0.00020786572351390303,3.0160296319880175e-05,9.87614096344488e-07,0.0002790583930109691,0.00015926672219114356,5.303341763054712e-06,0.00011980235601801891,3.9158774800908873e-07,7.0339801787098405e-06,3.7472902677729056e-05,1.55152052269221e-06,1.0070167877237738e-07,7.621910870178143e-08,8.078099183810749e-08,4.747996989967291e-07
